"","ticker","secid","gvkey","cusip","addzip","gind","gsector","gsubind","state","spcsrc","sigma_term_m","sigma_term_bs","sigma_time_10","sigma_time_30","sigma_time_60","sigma_time_91","sigma_time_122","sigma_time_152","sigma_time_182","sigma_time_273","sigma_time_365","sigma_time_547","sigma_time_730","RI10_m","RI30_m","RI60_m","RI91_m","RI122_m","RI152_m","RI182_m","RI273_m","RI365_m","RI547_m","RI730_m","RI10_bs","RI30_bs","RI60_bs","RI91_bs","RI122_bs","RI152_bs","RI182_bs","RI273_bs","RI365_bs","RI547_bs","RI730_bs","gelection","sector","tight","margin2","margin5","tight_c","margin2_c","margin5_c","margin5_p","closeness","uncertain","dem_win","emovet","emove2","emove5","emovet_c","emove2_c","emove5_c","emove5_p","emoveclose","unemploy_aug","unemploy_sep","unemploy_oct","gdp"
"444","NKTR",106125,"030137","64026810","94158","352020","35","35202010","CA","C",-0.00484918995005957,0.00465454324136905,NA,-0.0635252203064583,-0.122201250662857,-0.174936891358396,-0.259312788049428,-0.256361383777333,-0.254432308667333,NA,NA,NA,NA,NA,0.00195586767854663,0.00195586767854663,0.00186909561987183,0.00208576719753581,0.00165468548570575,0.00137133581712788,NA,NA,NA,NA,NA,0.00227265878492758,0.0021142632317371,0.00197353224834907,0.00216366664992457,0.00171721004617567,0.0014235541313665,NA,NA,NA,NA,1,"35",0,0,0,0,0,0,0,1.94183421835847e-10,0,1,0,0,0,0,0,0,0,1.94183421835847e-10,3.8,4,4.1,3172373.5
"445","INOD",106132,"028717","45764220","07660","202020","20","20202020","NJ","C",0.0263600082755356,0.0353670874955357,NA,0.0269294546845238,0.0274989010935119,0.0281086660747569,0.0249689896575179,0.00922184837688888,0.00189113401750009,NA,NA,NA,NA,NA,-1.89815469662713e-05,-1.89815469662713e-05,-1.92160197716622e-05,1.14017919509653e-05,0.000112751051964781,0.00013444436405514,NA,NA,NA,NA,NA,0.000281254427033732,0.00013113644003373,7.97628727558114e-05,8.52303101476874e-05,0.000172008152096361,0.000183933810318877,NA,NA,NA,NA,0,"20",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,3,3.2,3.3,647520.6
"446","NSIT",106141,"031453","45765U10","85286","452030","45","45203030","AZ","B+",0.00164612701404762,-0.0015773689942857,NA,-0.000128696879999999,-0.00190352077404762,-0.00420371561684027,-0.00477183760854169,-0.00361123015771426,-0.00371843821898612,NA,NA,NA,NA,NA,5.91607964682539e-05,5.91607964682539e-05,6.42839849548119e-05,5.2606267398273e-05,3.45878761300124e-05,2.9475633148537e-05,NA,NA,NA,NA,NA,-4.82890704761901e-05,5.43586299603193e-06,2.8860951896204e-05,2.61841689693113e-05,1.33806655488721e-05,1.17641166192331e-05,NA,NA,NA,NA,1,"45",0.001042007820661,0.185065447216219,0.991259110990204,0.170169943775911,0.390647498994748,0.76918372245567,1,0.0595128175228004,0,-1,-0.001042007820661,-0.185065447216219,-0.991259110990204,-0.170169943775911,-0.390647498994748,-0.76918372245567,-1,-0.0595128175228004,4,4,4.1,403889.1
"447","INSM",106147,"136186","45766930","08807","352010","35","35201010","NJ","C",-0.0586901488114286,0.0676887478135716,NA,-0.0315067854857143,-0.00432342215999996,0.0214468799237153,0.0326386590733809,0.0506897118585,0.0607064575453193,0.0530170105974167,0.0314006246749208,NA,NA,NA,-0.000906112110857143,-0.000906112110857143,-0.000880626689397185,-0.000748596785941061,-0.000719604346512688,-0.000656025309652461,-0.000409183734098334,-0.000246824036948902,NA,NA,NA,0.00330651777664286,0.00120020283289286,0.000508152394394025,0.000287295809345826,0.000111835762862313,3.83642322431446e-05,5.37426271654026e-05,9.94195154483583e-05,NA,NA,0,"35",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,3,3.2,3.3,647520.6
"448","IART",106178,"061181","45798520","08540","351010","35","35101010","NJ","B",-0.000370557735714274,0.000461559116726193,NA,-0.000594351546428567,-0.00081814535714286,-0.000642166639833344,-0.0010893771155238,-0.00290805869432539,-0.00634371119073612,NA,NA,NA,NA,NA,7.45979369047643e-06,7.45979369047643e-06,2.98471323207768e-06,5.89196212958629e-06,1.66940852540205e-05,3.2819524478142e-05,NA,NA,NA,NA,NA,3.51970221051587e-05,2.13284078978176e-05,1.21288544676872e-05,1.27125920676229e-05,2.21685382306025e-05,3.73915950959468e-05,NA,NA,NA,NA,0,"35",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,3,3.2,3.3,647520.6
"449","INTC",106203,"006008","45814010","95054-1549","453010","45","45301020","CA","A-",0.000585278173392855,0.000798821830535704,-0.00056968775907738,-0.001329936504375,-0.00324515118214286,-0.00531085005966669,-0.0053398151349365,-0.0062411214263572,-0.006717850763,-0.00716870553533332,-0.0105257019377778,-0.0176119856403332,-0.0263442775682043,0.000115496593247024,6.38404892589285e-05,6.38404892589285e-05,6.47926179457093e-05,4.85663385928636e-05,4.49105236825662e-05,4.01270820680926e-05,2.84028707279347e-05,3.04410414004674e-05,3.32673927124791e-05,3.68898023857495e-05,0.000136850958961308,7.09586111636902e-05,6.73995502113093e-05,6.71392515406856e-05,5.03166964382968e-05,4.63154161637691e-05,4.13003988655808e-05,2.91850819262602e-05,3.10260925159273e-05,3.36577833105465e-05,3.71823279434795e-05,1,"45",0,0,0,0,0,0,0,1.94183421835847e-10,0,1,0,0,0,0,0,0,0,1.94183421835847e-10,3.8,4,4.1,3172373.5
"450","IDN",106220,"126020","45817G20","11747","451030","45","45103010","NY","C",0.00123349531684521,0.00462592692190476,NA,-0.00517315312931547,-0.0115798015754762,-0.0184984102996874,-0.0257119521441032,-0.0328883681687221,-0.0402057745243194,NA,NA,NA,NA,NA,0.000213554948205356,0.000213554948205356,0.000216834127654205,0.000220864323450396,0.000224485943983996,0.000227688295830575,NA,NA,NA,NA,NA,0.000326636001707341,0.000270095474956349,0.000254113595841672,0.000248671139885311,0.000246804572964651,0.000246328029924309,NA,NA,NA,NA,1,"45",0,1.75106595889929e-10,0.00409894149176582,0.00167510624393397,0.0171313983748554,0.186205778118023,0,0.000758320297981855,1,1,0,1.75106595889929e-10,0.00409894149176582,0.00167510624393397,0.0171313983748554,0.186205778118023,0,0.000758320297981855,3.9,4,4.2,1762884.2
"451","IPAR",106223,"014309","45833410","10176","303020","30","30302010","NY","A-",0.00265136436214286,0.00042617548071429,NA,-0.00172391563526785,-0.00609919563267857,-0.0115322190989236,-0.0119816375840972,-0.00430844242415872,-0.00247291303783333,NA,NA,NA,NA,NA,0.000145842666580357,0.000145842666580357,0.000155863554517214,0.000119942638903607,4.57882025414578e-05,2.81553703295396e-05,NA,NA,NA,NA,NA,7.16697038660714e-05,0.000108756185223214,0.00013141092944657,0.000101703385777144,3.11488020057435e-05,1.59290577942177e-05,NA,NA,NA,NA,1,"30",0,1.75106595889929e-10,0.00409894149176582,0.00167510624393397,0.0171313983748554,0.186205778118023,0,0.000758320297981855,1,1,0,1.75106595889929e-10,0.00409894149176582,0.00167510624393397,0.0171313983748554,0.186205778118023,0,0.000758320297981855,3.9,4,4.2,1762884.2
"452","ARWR",106226,"028806","04280A10","91105","352010","35","35201010","CA","C",-0.0446875351257143,-0.0351058348598214,NA,-0.0261929725142857,-0.0076984099028571,-0.00867398889003474,-0.0242136162337798,-0.0181727479878412,-0.00343905657550008,0.00100758797018718,-0.0125518528797766,NA,NA,NA,-0.000616485420380954,-0.000616485420380954,-0.000395753255337138,-0.000167819007310939,-0.000174439389064954,-0.000226639992034144,-0.00016738140328169,-8.80429650573635e-05,NA,NA,NA,-0.000297095411517858,-0.000456790415949406,-0.000290459845821832,-8.92804805413248e-05,-0.000111401887315659,-0.000173993287276491,-0.000132283600109922,-6.17917314521776e-05,NA,NA,1,"35",0,0,0,0,0,0,0,1.94183421835847e-10,0,1,0,0,0,0,0,0,0,1.94183421835847e-10,3.8,4,4.1,3172373.5
"453","IDCC",106244,"006100","45867G10","19809-3727","451030","45","45103010","DE","B",-6.00771280357109e-05,1.34167057142844e-05,NA,-0.00172743295,-0.00339478877196428,-0.00384227684533335,-0.00518795536612499,-0.0066368368812778,-0.00794017638790282,NA,NA,NA,NA,NA,5.55785273988095e-05,5.55785273988095e-05,4.1562634256018e-05,4.20317888367974e-05,4.32681562713295e-05,4.32972486805885e-05,NA,NA,NA,NA,NA,5.80283218571427e-05,5.68034246279761e-05,4.23702588027212e-05,4.2634197310158e-05,4.37516683354742e-05,4.37010609539401e-05,NA,NA,NA,NA,0,"45",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,4.5,4.6,4.7,75110
"454","IBOC",106274,"022086","45904410","78042-1359","401010","40","40101015","TX","A-",-0.063575099908869,0.00548296712642857,NA,-0.0336891375876488,-0.00380317526642858,-0.00767933318533334,-0.009177436275,-0.00420696714288094,-0.00325905026344445,NA,NA,NA,NA,NA,-0.000996198744040675,-0.000996198744040674,-0.000614239194764129,-0.000445882488802205,-0.000390579820828869,-0.000331406866183652,NA,NA,NA,NA,NA,0.00130573682380258,0.000154769039880952,0.000144640662766614,0.000120167240995316,6.37495675612468e-05,4.80330625817199e-05,NA,NA,NA,NA,1,"40",8.94284646335564e-13,1.59212893979799e-07,0.0137118056272313,0.00304813936762927,0.0233665399760771,0.195462231199644,0,0.000691828275410955,0,-1,-8.94284646335564e-13,-1.59212893979799e-07,-0.0137118056272313,-0.00304813936762927,-0.0233665399760771,-0.195462231199644,0,-0.000691828275410955,3.7,3.8,3.9,1925677.5
"455","IBM",106276,"006066","45920010","10504","451020","45","45102010","NY","B-",1.6907959047619e-05,-0.000463371145714283,1.09355273908727e-05,-0.000163798972619047,-0.000344505904285713,-0.00140788490627778,-0.00112266793342264,-0.00122006078857142,-0.00109228709326389,-0.00057886689439582,0.000334794116850253,0.00174625388326194,0.00317110287396829,5.97243165674629e-07,6.02356438888886e-06,6.02356438888886e-06,1.56570644541253e-05,9.34078600385462e-06,8.13795228696735e-06,6.09447830940392e-06,2.18232547048879e-06,-8.70920980281189e-07,-3.16150991629674e-06,-4.32081495194612e-06,-4.74306673105155e-05,-9.98573910317453e-06,-1.98108735714283e-06,1.03792720941044e-05,5.40407203039641e-06,4.97822133458641e-06,3.45558212939347e-06,4.23061350481823e-07,-2.18675414401243e-06,-4.03953387381393e-06,-4.97873153381174e-06,1,"45",0,1.75106595889929e-10,0.00409894149176582,0.00167510624393397,0.0171313983748554,0.186205778118023,0,0.000758320297981855,1,1,0,1.75106595889929e-10,0.00409894149176582,0.00167510624393397,0.0171313983748554,0.186205778118023,0,0.000758320297981855,3.9,4,4.2,1762884.2
"456","IFF",106281,"006078","45950610","10019-2960","151010","15","15101050","NY","B",-0.000527030125000004,0.00187845330357142,NA,-0.000265182720000002,-3.33531499999975e-06,-0.000243381789895832,-0.000431072499428571,-0.0001019177522222,-5.6544070013907e-05,0.000174293081354136,-8.70248816666901e-05,NA,NA,NA,-8.7282468333334e-06,-8.7282468333334e-06,-3.11701467147442e-06,-7.86537914519942e-07,-2.79679192616976e-06,-2.58508821420932e-06,-2.56894947382469e-06,-1.20549381735154e-06,NA,NA,NA,7.14545341190475e-05,3.13631436428571e-05,2.33168691589808e-05,1.89305393688524e-05,1.30287569460107e-05,1.06318537010183e-05,6.24234513632706e-06,5.3848717403784e-06,NA,NA,1,"15",0,1.75106595889929e-10,0.00409894149176582,0.00167510624393397,0.0171313983748554,0.186205778118023,0,0.000758320297981855,1,1,0,1.75106595889929e-10,0.00409894149176582,0.00167510624393397,0.0171313983748554,0.186205778118023,0,0.000758320297981855,3.9,4,4.2,1762884.2
"457","IP",106295,"006104","46014610","38197","151030","15","15103020","TN","B+",-0.00103943190494048,-0.000104601750000005,-0.000197323909444444,-0.000593985597470242,-0.000148539290000003,-0.000739597552777774,0.000938136224874997,0.000740468807047611,3.46064985138923e-05,-0.00259001174575004,-0.00531065075041667,-0.00760810697956349,-0.0114338657638492,-8.42107995496037e-05,-1.4848210249008e-05,-1.4848210249008e-05,-3.29488299079897e-06,-1.62095748345531e-05,-1.17098731051848e-05,-5.90130990908996e-06,5.67977963666507e-06,1.17019694396608e-05,1.20085467543382e-05,1.42389504916557e-05,9.27221594444386e-06,1.63127949156746e-05,7.322923333333e-07,6.97797585470076e-06,-8.54703258094264e-06,-5.55967471741853e-06,-7.64880486340095e-07,9.10406591849831e-06,1.4263147946347e-05,1.37175598346682e-05,1.55195397449988e-05,1,"15",1.27986510278788e-12,3.21608295550391e-11,2.71654376771124e-09,1.27986510278788e-12,3.21608295550391e-11,2.71654376771124e-09,0,9.35762296884017e-14,0,-1,-1.27986510278788e-12,-3.21608295550391e-11,-2.71654376771124e-09,-1.27986510278788e-12,-3.21608295550391e-11,-2.71654376771124e-09,0,-9.35762296884017e-14,3.3,3.4,3.5,412735.2
"458","INTU",106367,"027928","46120210","94043","451030","45","45103010","CA","A",-4.23857089285702e-05,0.00525845807946429,-0.000622307069732143,-0.00137438235669643,-0.00270637900446429,-0.004755996856,-0.00612810764971428,-0.00702521680609525,-0.00751351512022221,-0.00780145143049999,-0.00457527854969739,-0.00790545850214284,-0.0150457418759523,5.79921360803573e-05,4.43998882589287e-05,4.43998882589287e-05,5.17979246930927e-05,4.98829667277518e-05,4.59396782708334e-05,4.10501616005145e-05,2.84214861596023e-05,1.2418884495257e-05,1.43749045579786e-05,2.05525426945531e-05,0.000588076514919643,0.000221094681205357,0.000132747284732143,0.000110048955334772,9.33325059768736e-05,8.08136505628917e-05,7.01756769213544e-05,4.78384963734955e-05,2.69417441894841e-05,2.40656610267041e-05,2.78139725416666e-05,1,"45",0,0,0,0,0,0,0,1.94183421835847e-10,0,1,0,0,0,0,0,0,0,1.94183421835847e-10,3.8,4,4.1,3172373.5
"459","ISRG",106369,"136725","4.61E+64","94086-5304","351010","35","35101010","CA","B",-0.000167208562440473,-0.0026502954854762,-0.00048120969142857,-0.00128081398419643,-0.00239441940595238,-0.00330076228336113,-0.00333958886184326,-0.00409055232430951,-0.0045645987192361,-0.005189305212,-0.00748813445285705,-0.0106762055056548,-0.0106412992222222,3.14001128988098e-05,3.71201807251984e-05,3.71201807251984e-05,3.44346562738534e-05,2.60031172082196e-05,2.58114721175595e-05,2.4161484377998e-05,1.8395958423295e-05,2.00573312066208e-05,1.92120602252547e-05,1.43480693969613e-05,-0.000216908579404763,-4.56493833759923e-05,-4.26460132539695e-06,7.14798678994431e-06,5.64994570792677e-06,9.47537393969288e-06,1.05181496360434e-05,9.30040192865863e-06,1.325435333529e-05,1.46725960149517e-05,1.09465804612959e-05,1,"35",0,0,0,0,0,0,0,1.94183421835847e-10,0,1,0,0,0,0,0,0,0,1.94183421835847e-10,3.8,4,4.1,3172373.5
"460","IRM",106407,"062374","46284V10","03801","601080","60","60108010","NH","B+",-0.000918086298630946,0.000924513436190467,NA,-0.00121499198169643,-0.0015118976647619,-0.00223426189819445,-0.00238957069290478,-0.00296025838609518,-0.00347881556533334,-0.00210937250631253,-0.00273080669336806,-0.0107428725844375,-0.0295882000720635,NA,9.89685610218265e-06,9.89685610218265e-06,1.44634681270715e-05,1.20613474940478e-05,1.34353426806858e-05,1.40699410258373e-05,4.36368574242339e-06,4.96635724585511e-06,1.79612180727724e-05,3.92741284567569e-05,NA,7.13168472628964e-05,4.06068516825395e-05,3.47118168613727e-05,2.71646240089775e-05,2.55577093571424e-05,2.41941153929879e-05,1.11131353205238e-05,1.00145756974206e-05,2.1329773346669e-05,4.17982376825397e-05,1,"60",0,0,0,0,2.34257058195908e-14,6.38173180966817e-10,0,2.80728749159232e-08,1,-1,0,0,0,0,-2.34257058195908e-14,-6.38173180966817e-10,0,-2.80728749159232e-08,2.7,2.8,2.9,90507.5
"461","IONS",106469,"024040","46222210","92010","352010","35","35201010","CA","C",-0.013419871587381,0.00562003469136905,NA,-0.0113629093686905,-0.00930594715,-0.0375758329559167,-0.033975387091375,-0.0145461652848571,-0.00986950387420826,-0.0448421012593124,-0.0742343530603174,NA,NA,NA,-6.85654072896827e-05,-6.85654072896827e-05,0.000265450124928964,0.000168487831999951,7.4098269570801e-06,-1.95075149075423e-05,0.000115099742388027,0.000166615017734073,NA,NA,NA,0.000566098135335318,0.000248766364022818,0.000474679864255887,0.000324552637563476,0.000132672368264646,8.51073547559193e-05,0.000184842988830335,0.000218779144525168,NA,NA,1,"35",0,0,0,0,0,0,0,1.94183421835847e-10,0,1,0,0,0,0,0,0,0,1.94183421835847e-10,3.8,4,4.1,3172373.5
"462","ITRI",106483,"029133","46574110","99019","452030","45","45203010","WA","C",0.000541289332678572,0.000585858333869058,NA,0.000860759056339287,0.00118022878,0.00206480333881251,0.00523555030349999,0.0107654286153571,0.0136897435525139,NA,NA,NA,NA,NA,-1.06489907886905e-05,-1.06489907886905e-05,-1.6741912155318e-05,-3.84775489411592e-05,-6.72640742281483e-05,-7.22442539551392e-05,NA,NA,NA,NA,NA,-9.16335741567428e-06,-9.90617410218239e-06,-1.62521429114665e-05,-3.811222925927e-05,-6.6970857115053e-05,-7.19993693332135e-05,NA,NA,NA,NA,0,"45",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,4.3,4.4,4.6,645828.8
"463","JJSF",106500,"012825","46603210","08109","302020","30","30202030","NJ","B+",0.000821439283333338,0.00299153692785714,NA,0.000652873962499999,0.000484308641666659,-0.00109394530275695,-0.00100657614542857,-0.000430823086730171,-0.000418541898666652,NA,NA,NA,NA,NA,5.61884402777799e-06,5.61884402777799e-06,2.10481822647284e-05,1.49837330226386e-05,8.23856822410203e-06,6.81308341758236e-06,NA,NA,NA,NA,NA,7.79554321785714e-05,4.17871381031747e-05,4.48954091276273e-05,3.27714186334894e-05,2.25155264117586e-05,1.87366968490318e-05,NA,NA,NA,NA,0,"30",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,3,3.2,3.3,647520.6
"464","JBL",106521,"028195","46631310","33716","452030","45","45203020","FL","B",0.00199431591220236,0.00352688947547617,NA,0.000738032657738094,-0.00051825059672617,-0.00149320330683333,-0.00200968071707345,-0.00203828156511109,-0.00182911350049996,NA,NA,NA,NA,NA,4.18761084821422e-05,4.18761084821422e-05,3.83243870223702e-05,3.28196445022607e-05,2.65302465612727e-05,2.10078539159468e-05,NA,NA,NA,NA,NA,9.29618939246025e-05,6.74190012033723e-05,5.51658547506538e-05,4.5381722889751e-05,3.66129673722846e-05,2.94285877800886e-05,NA,NA,NA,NA,1,"45",0,0,2.48927787271924e-08,0.00028550994069565,0.00262171570630998,0.0350174128138997,0,2.62991058089889e-05,0,-1,0,0,-2.48927787271924e-08,-0.00028550994069565,-0.00262171570630998,-0.0350174128138997,0,-2.62991058089889e-05,2.7,2.7,2.7,1226349.5
"465","JACK",106522,"013092","46636710","92123","253010","25","25301040","CA","B+",-0.0028097679204762,0.00636307922327381,NA,-0.00177288019,-0.000735992459523808,-0.00179676236052085,-0.0035722355485,-0.000778308276952401,0.00550156156477776,0.00885643930600004,-0.00306245823408722,NA,NA,NA,-3.45629243492065e-05,-3.45629243492065e-05,-1.11319292302785e-05,6.24973465593286e-06,-1.33648660758144e-05,-4.56666455233734e-05,-4.27333598039423e-05,6.92302229071311e-07,NA,NA,NA,0.000271198647109127,0.00011831786137996,8.96685888329083e-05,8.14370063260149e-05,4.69828125014882e-05,4.73361350822002e-06,-9.13318711621332e-06,2.58233902941398e-05,NA,NA,1,"25",0,0,0,0,0,0,0,1.94183421835847e-10,0,1,0,0,0,0,0,0,0,1.94183421835847e-10,3.8,4,4.1,3172373.5
"466","JNJ",106566,"006266","47816010","08933","352020","35","35202010","NJ","B+",-0.000373898386904761,-0.000199753381249998,-0.000116138462222222,-0.000475160104166667,-0.000576421821428574,-0.000914592423333334,-0.00116329778876786,-0.00133712670577777,-0.00145938513788888,-0.00173368282533332,-0.00157582264587302,-0.000736891987714281,0.000327971079513862,-2.57759924682539e-05,3.37539057539688e-06,3.37539057539688e-06,5.9416927080063e-06,6.4704869005172e-06,6.33702841363824e-06,5.96421291749518e-06,4.9808953788592e-06,3.29294317525551e-06,6.63608045355612e-07,-9.61465022491265e-07,-8.36149190277758e-06,9.18022409722232e-06,6.2778073363096e-06,7.85537408882787e-06,7.89790497965461e-06,7.48271924031432e-06,6.92105360790597e-06,5.61878917246639e-06,3.77005277978911e-06,9.81971858252803e-07,-7.22910220224466e-07,0,"35",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,3,3.2,3.3,647520.6
"467","JLL",106570,"065108","48020Q10","60601","602010","60","60201040","IL","B+",-0.000240197310714283,-0.000503664231250001,NA,-0.000363282938928573,-0.000486368567142862,-0.000643926609444447,-0.000811591040803545,-0.00114900437142858,-0.00165325697965279,NA,NA,NA,NA,NA,4.10285427380965e-06,4.10285427380965e-06,4.43658570033147e-06,4.68355516466608e-06,5.97899382048882e-06,7.76406411504672e-06,NA,NA,NA,NA,NA,-4.67937641071428e-06,-2.88261068452319e-07,1.54134481532358e-06,2.52399024224216e-06,4.24565881696436e-06,6.31644367254277e-06,NA,NA,NA,NA,1,"60",0,0,1.22124532708767e-15,3.75148227482747e-07,1.07905848093504e-05,0.000692231242636621,0,7.25232182544762e-07,0,-1,0,0,-1.22124532708767e-15,-3.75148227482747e-07,-1.07905848093504e-05,-0.000692231242636621,0,-7.25232182544762e-07,4.5,4.6,4.6,861607.8
"468","JNPR",106581,"121718","48203R10","94089","452010","45","45201020","CA","B+",-0.00054010520428571,0.000801682713035715,-0.000600993768005952,-0.000913216574285712,-0.00128632794428571,-0.00143034462647915,-0.00209338418107936,-0.00250588119916666,-0.00301743872444445,-0.01000464180625,-0.0173170130207341,-0.0199505844560952,-0.015033834774256,6.0888563720242e-06,1.24370456666668e-05,1.24370456666668e-05,9.78285079333455e-06,1.27317948917512e-05,1.29327368084273e-05,1.36117226382349e-05,3.46686322416274e-05,4.59641310039683e-05,3.54853368406024e-05,1.98544240684525e-05,0.000140267648104167,5.71633095773809e-05,3.48001776220238e-05,2.45277729617019e-05,2.37300565091399e-05,2.17602888960682e-05,2.09841837224185e-05,3.95836062977498e-05,4.96402622843009e-05,3.79383312049925e-05,2.16924897086188e-05,1,"45",0,0,0,0,0,0,0,1.94183421835847e-10,0,1,0,0,0,0,0,0,0,1.94183421835847e-10,3.8,4,4.1,3172373.5
"469","KLAC",106595,"006304","48248010","95035","453010","45","45301010","CA","A-",-0.000418386009464278,-0.000582082459047615,-0.000225323835684525,-0.00182532667758928,-0.00323226734571429,-0.00429997935033334,-0.00531433728248611,-0.00587743024735715,-0.00590070703787499,-0.00789375750799999,-0.0100690880555904,-0.0118712424291667,-0.00985285567714282,-1.93062173779753e-05,4.68980222708335e-05,4.68980222708335e-05,4.2654871877682e-05,4.01307481395232e-05,3.59147647229794e-05,3.01226430132457e-05,2.73823131814495e-05,2.64402795784276e-05,2.09375802919605e-05,1.29239310516144e-05,-3.5675862336309e-05,4.14414739513889e-05,4.41697481111112e-05,4.08560097943486e-05,3.87889739626107e-05,3.48378143967733e-05,2.9223211971579e-05,2.6782692487005e-05,2.59917961549116e-05,2.06383180440934e-05,1.26996893398564e-05,1,"45",0,0,0,0,0,0,0,1.94183421835847e-10,0,1,0,0,0,0,0,0,0,1.94183421835847e-10,3.8,4,4.1,3172373.5
"470","KAMN",106617,"006326","48354810","06002","201010","20","20101010","CT","B",-0.019233108907619,0.00314940474571427,NA,-0.0118933965580952,-0.00455368420857144,0.012420011461,0.00917535747342856,-0.0239456348698095,-0.0626021992064445,NA,NA,NA,NA,NA,-0.000244657078317459,-0.000244657078317459,-0.000347836487567241,-0.000232856281811865,3.10034602775694e-05,0.000238291704938602,NA,NA,NA,NA,NA,0.000501426710126983,0.000128384815904762,-0.000101874799069074,-4.93930551451991e-05,0.000178256839575814,0.000361272549187686,NA,NA,NA,NA,1,"20",0,0,0,5.27983323728165e-10,7.66552483710825e-08,3.58944459759591e-05,0,6.05023327860993e-07,0,1,0,0,0,5.27983323728165e-10,7.66552483710825e-08,3.58944459759591e-05,0,6.05023327860993e-07,3.9,4,4,276424.6
"471","KBH",106629,"012689","48666K10","90024","252010","25","25201030","CA","B+",0.00101274843095238,-0.00304666280904763,NA,-0.000418189298660717,-0.00184912702827382,-0.00317529650289583,-0.00331931453318056,-0.00386563117750001,-0.00412625065377777,-0.00463116577977082,-0.00657229052527282,-0.00652056464450001,-0.000714057254077391,NA,4.76979243204367e-05,4.76979243204367e-05,4.60224718005298e-05,3.55087128207618e-05,3.20946026871868e-05,2.82362587073085e-05,2.06736784275575e-05,2.07809286471923e-05,1.37720531543919e-05,2.36548723976681e-06,NA,-8.76157836795637e-05,-1.99589296795635e-05,1.41355707525495e-06,2.23485019781087e-06,5.38794979244987e-06,5.93180134467109e-06,5.80404018579922e-06,9.65925401705531e-06,6.35082602459302e-06,-3.1953500753017e-06,1,"25",0,0,0,0,0,0,0,1.94183421835847e-10,0,1,0,0,0,0,0,0,0,1.94183421835847e-10,3.8,4,4.1,3172373.5
"472","K",106638,"006375","48783610","60654","302020","30","30202030","IL","B+",0.000184622076488098,0.00067438656857143,NA,-0.000196622057738094,-0.000577866191964286,-0.000725844485437504,-0.00072055821947024,-0.00138070926888891,-0.002541452051125,-0.00312142138750002,0.000447342420868059,0.0016543771454762,0.00312919941324408,NA,1.27081378075397e-05,1.27081378075397e-05,1.00051270541275e-05,7.41951062260933e-06,1.0298232535375e-05,1.49784292725994e-05,1.21100493186378e-05,-7.1978176542455e-07,-2.68693796889964e-06,-4.03366758459723e-06,NA,2.90336208769841e-05,2.08708793422619e-05,1.53871544396586e-05,1.14339736724727e-05,1.35203673517127e-05,1.7669442965365e-05,1.39040584471482e-05,6.22038760831154e-07,-1.79157326673633e-06,-3.36275732146938e-06,1,"30",0,0,1.22124532708767e-15,3.75148227482747e-07,1.07905848093504e-05,0.000692231242636621,0,7.25232182544762e-07,0,-1,0,0,-1.22124532708767e-15,-3.75148227482747e-07,-1.07905848093504e-05,-0.000692231242636621,0,-7.25232182544762e-07,4.5,4.6,4.6,861607.8
"473","KELYA",106641,"006379","48815220","48084-4782","202020","20","20202010","MI","B-",0.0418781790797619,0.0309733906285714,NA,0.0207547639237202,-0.000368651232321403,-0.0324913308294792,-0.0396451822209682,-0.0328884249322777,-0.0334762911121528,NA,NA,NA,NA,NA,0.000704113838534722,0.000704113838534722,0.000817247361640012,0.000668224272956804,0.000491885552710787,0.000414035550505026,NA,NA,NA,NA,NA,0.000340620890161706,0.000522367364348214,0.00069741452151704,0.0005788407610618,0.000420143523426639,0.00035411913044354,NA,NA,NA,NA,1,"20",1.90958360235527e-14,2.17623306930648e-06,0.446672633573711,0.0150465414149074,0.0939714234007443,0.484673112277616,0,0.00615685743837057,1,1,1.90958360235527e-14,2.17623306930648e-06,0.446672633573711,0.0150465414149074,0.0939714234007443,0.484673112277616,0,0.00615685743837057,4.3,4.3,4.4,540105.6
"474","KTCC",106673,"006416","49314410","99216","452030","45","45203020","WA","B-",0.0185473794974405,0.0139293560095833,NA,0.0101838321019345,0.00182028470642857,-0.021573724315,-0.0218788166272996,-0.000619991433357107,0.00636870099865269,NA,NA,NA,NA,NA,0.000278784913183532,0.000278784913183532,0.000440891250686159,0.000331362263317541,0.000126101124544721,6.69158159274054e-05,NA,NA,NA,NA,NA,0.000124850796921628,0.00020181785505258,0.000390143739830586,0.000293509611777729,9.57193910719767e-05,4.1542060499619e-05,NA,NA,NA,NA,0,"45",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,4.3,4.4,4.6,645828.8
