"","ticker","secid","gvkey","cusip","addzip","gind","gsector","gsubind","state","spcsrc","foreign","no_dur","durables","manuf","energy","chemical","bus_eq","telco","utilities","shops","health","finance","fama","sigma_term_m","sigma_term_bs","sigma_time_10","sigma_time_30","sigma_time_60","sigma_time_91","sigma_time_122","sigma_time_152","sigma_time_182","sigma_time_273","sigma_time_365","sigma_time_547","sigma_time_730","RI10_m","RI30_m","RI60_m","RI91_m","RI122_m","RI152_m","RI182_m","RI273_m","RI365_m","RI547_m","RI730_m","RI10_bs","RI30_bs","RI60_bs","RI91_bs","RI122_bs","RI152_bs","RI182_bs","RI273_bs","RI365_bs","RI547_bs","RI730_bs","AdRI10_m","AdRI30_m","AdRI60_m","AdRI91_m","AdRI122_m","AdRI152_m","AdRI182_m","AdRI273_m","AdRI365_m","AdRI547_m","AdRI730_m","AdRI10_bs","AdRI30_bs","AdRI60_bs","AdRI91_bs","AdRI122_bs","AdRI152_bs","AdRI182_bs","AdRI273_bs","AdRI365_bs","AdRI547_bs","AdRI730_bs"
"530","LEG",106891,"006649","52466010","64836","252010","25","25201020","MO","B+",0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.00268097742916667,0.00369312332291666,NA,0.00480834662669643,0.00693571582422619,0.00818774902400001,0.00887111527013492,0.0100583277897143,0.00991638751187497,0.0078992976855,0.00787529312777784,NA,NA,NA,-7.09123065843254e-05,-7.09123065843254e-05,-6.05139735695971e-05,-5.07388347620348e-05,-4.85351997404449e-05,-3.97550004544412e-05,-1.91147262136752e-05,-1.42310019140032e-05,NA,NA,NA,-3.71741101259924e-05,-5.40432083551589e-05,-4.93914912206961e-05,-4.2442556944412e-05,-4.18763451763002e-05,-3.41937592799907e-05,-1.54072320973749e-05,-1.14579994653731e-05,NA,NA,NA,9.50832005468699e-06,9.50832005468698e-06,1.67433087944629e-05,1.40976095236531e-05,1.57558563986298e-05,1.15793803506993e-05,2.53068690272014e-05,1.69167419221778e-05,NA,NA,NA,0.00015641267571324,8.29604978839634e-05,6.51733161544253e-05,5.02216314069038e-05,4.47501371207126e-05,3.57943840306805e-05,5.66639634112379e-06,1.58907296002318e-06,NA,NA
"531","LEN",106899,"006669","52605710","33126","252010","25","25201030","FL","A",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.00168564976535715,-0.000514910450892853,0.00247877617560516,0.005461725133125,0.00923780050089285,0.0113761267180347,0.0135325604417143,0.0136954661304365,0.0150933497,0.0186632255070625,0.014827618071126,0.0197408439742857,0.0193039039199999,-7.9312641024801e-05,-0.000125869178925595,-0.000125869178925595,-0.000106488757721732,-9.71058252160422e-05,-7.90119497702591e-05,-7.36686809595759e-05,-6.21889221307889e-05,-3.60053926185447e-05,-3.30076676580047e-05,-2.41345947323874e-05,-0.000299368662649801,-0.000199221186133928,-0.000162545182529762,-0.000130670738120083,-0.000115143204037764,-9.34893196140091e-05,-8.57596711587517e-05,-7.02495822635728e-05,-4.20343247178598e-05,-3.7030629662118e-05,-2.71490607820449e-05,0.000103129021672083,6.44651923959566e-05,6.44651923959566e-05,6.27180929465974e-05,6.04645999776605e-05,4.6232606428444e-05,4.54930608558339e-05,1.77673268899123e-05,4.85764878236375e-06,1.33408305012813e-05,2.23150860972061e-05,0.00104744725317919,0.000318459751721176,0.000191462472058566,0.000146452563053813,0.000122922278500255,9.63631115584215e-05,8.73602959094415e-05,4.91759538250742e-05,2.89872522924635e-05,2.93134004125663e-05,3.42978850634074e-05
"532","LII",106900,"122380","52610710","75080","201020","20","20102010","TX","A+",0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,0.000294420539880956,0.0002821124489881,NA,0.001590430296875,0.00288644005386905,0.00432536967633333,0.00572175964414286,0.00649700462920635,0.00622144055866664,NA,NA,NA,NA,NA,-4.32003252331349e-05,-4.32003252331349e-05,-4.42961443566195e-05,-4.44863861005074e-05,-4.08064742718776e-05,-3.2566044059262e-05,NA,NA,NA,NA,NA,-4.36105949295635e-05,-4.34054600813492e-05,-4.44313981026948e-05,-4.45872720914325e-05,-4.08874485540674e-05,-3.26336709322997e-05,NA,NA,NA,NA,NA,1.82036612965035e-05,1.82036612965035e-05,5.25479581485235e-07,7.84516086212565e-06,8.02713093006246e-06,4.39042395552002e-06,NA,NA,NA,NA,NA,0.000162849160516811,7.23227496101537e-05,6.02132230364241e-05,5.23663465539243e-05,4.37612404984798e-05,3.42342956829894e-05,NA,NA,NA,NA
"533","JEF",106905,"006682","47233W10","10022","402030","40","40203020","NY","B",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0.000470077230297619,0.000781094807619047,NA,0.00453289465238095,0.00859571207446428,0.00313861008202085,0.00402774598460316,0.00414780908111113,0.00302297203812501,NA,NA,NA,NA,NA,-0.000135427247402778,-0.000135427247402778,-2.93245368321234e-05,-2.91612192975864e-05,-2.41956042816678e-05,-1.40268945485021e-05,NA,NA,NA,NA,NA,-0.000125059994825397,-0.000130243621114087,-2.59067612571626e-05,-2.66118948933124e-05,-2.21494360098163e-05,-1.23180067610218e-05,NA,NA,NA,NA,NA,7.40232608731392e-05,7.40232608731392e-05,1.44461279430109e-05,7.48000594079537e-06,8.58373906014729e-06,1.41487255552398e-05,NA,NA,NA,NA,NA,0.000244298560412644,0.000159160910642892,4.16885861908919e-05,3.43909693558042e-05,2.50232279542287e-05,1.39186315117115e-05,NA,NA,NA,NA
"534","LXP",106915,"029052","52904310","10119-4015","601025","60","60102510","NY","B+",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0.0028070927004762,0.00577162853690477,NA,0.0125907010875,0.0223743094745238,0.0104581754211458,0.0137593897447599,0.0178315888862222,0.0226308301129445,NA,NA,NA,NA,NA,-0.00032612027956746,-0.00032612027956746,-8.40778320952708e-05,-8.97729265924894e-05,-9.88453696430658e-05,-0.000108921634134441,NA,NA,NA,NA,NA,-0.000227302418353175,-0.000276711348960317,-5.15005152114404e-05,-6.54734525234028e-05,-7.93418444034042e-05,-9.26329756925258e-05,NA,NA,NA,NA,NA,0.000264716293037822,0.000264716293037822,4.03071673201365e-05,5.31317013541076e-05,6.60660263012507e-05,8.0746014030699e-05,NA,NA,NA,NA,NA,0.000346540983940422,0.000305628638489122,6.72823401451696e-05,7.32525269858946e-05,8.22156363478165e-05,9.42336004432156e-05,NA,NA,NA,NA
"535","PPBI",106940,"064979","69478X10","92614","401010","40","40101015","CA","B",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,-5.83927219642653e-05,0.000366075940000004,NA,0.00555273911357144,0.0111638709491071,-0.00527674080844441,-0.00631645786627774,-0.00753740014628575,-0.0143723385536251,NA,NA,NA,NA,NA,-0.00018703772785119,-0.00018703772785119,5.73444844668148e-05,5.12956159369957e-05,4.92039962126413e-05,7.86480540201143e-05,NA,NA,NA,NA,NA,-0.000172888772452381,-0.000179963250151786,6.20089752576309e-05,5.47748672645717e-05,5.19965531992484e-05,8.09802994155223e-05,NA,NA,NA,NA,NA,0.000125633741321552,0.000125633741321552,0.000101115149241949,8.79368411753775e-05,8.19833395544565e-05,0.000106823674123856,NA,NA,NA,NA,NA,0.000292127338039629,0.00020888053968059,4.62271503239017e-05,4.69957928020799e-05,4.9122761254836e-05,7.93796746648326e-05,NA,NA,NA,NA
"536","LCUT",106945,"024099","53222Q10","11530","252010","25","25201050","NY","B-",0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,9,0.268722741052678,0.586127400651428,NA,0.296724847079434,0.32472695310619,0.0791869848323125,-0.00140551039206352,-0.0161423456998094,-0.0218413961219998,NA,NA,NA,NA,NA,-0.000933403534225202,-0.000933403534225201,0.00208281050791611,0.0022141659954487,0.00187411241284531,0.00159650624821252,NA,NA,NA,NA,NA,0.00964675178573313,0.00435667412575397,0.00557077380021006,0.00481584353314338,0.00396230096283709,0.0033404878943595,NA,NA,NA,NA,NA,0.000871999547695564,0.000871999547695563,0.00212658117269124,0.00225080722068709,0.00190689175618713,0.00162468186831626,NA,NA,NA,NA,NA,0.00952751322014588,0.00432775683622516,0.00555499197527633,0.00480806445868088,0.00395942717089268,0.00333888726960881,NA,NA,NA,NA
"537","LGND",106957,"025937","53220K50","92121","352020","35","35202010","CA","C",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,0.00079876378035716,-0.000125103824940454,NA,0.00368884007098213,0.00657891636160711,-0.000374931189750039,-0.00116354047218461,-0.00104741045294436,-0.000286168029875031,NA,NA,NA,NA,NA,-9.63358763541658e-05,-9.63358763541658e-05,1.28977469242549e-05,1.6084461086408e-05,1.21458831138258e-05,5.96116379248457e-06,NA,NA,NA,NA,NA,-0.00012713146319742,-0.000111733669775793,2.74535565724818e-06,8.51177579708325e-06,6.06780676318362e-06,8.84968158981192e-07,NA,NA,NA,NA,NA,3.49318898245273e-05,3.49318898245273e-05,5.66684116993892e-05,5.27256863247897e-05,4.49252264556409e-05,3.41367838962265e-05,NA,NA,NA,NA,NA,0.000246370028784667,0.000140650959304597,1.3036469276481e-05,7.32701334591453e-07,3.19401481877126e-06,7.15656591708569e-07,NA,NA,NA,NA
"538","LLY",106967,"006730","53245710","46285","352020","35","35202010","IN","A-",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,-0.00182637688142858,-0.00110617677285715,0.00111168977928571,0.00266400566119048,0.00715438820380953,0.0110624761365625,0.00621590652905753,0.00752197954904761,0.01039871872,0.0193498964508958,0.0233234895844643,0.0314781074897153,0.0358144984427084,-0.000293806666071429,-0.000149679418087302,-0.000149679418087302,-0.000141635747450452,-6.59203558236566e-05,-6.15023449373434e-05,-6.71708549529042e-05,-7.75687667850711e-05,-6.89037437421722e-05,-6.08857118302447e-05,-5.15628429097766e-05,-0.000221786655214287,-0.000125672747801588,-0.000137676082944445,-0.000133721460543073,-6.00170762452023e-05,-5.67641863283208e-05,-6.32137114992151e-05,-7.49306711492783e-05,-6.69305927597847e-05,-5.95690754343189e-05,-5.05762674185829e-05,0.000111365003374545,8.82754315576634e-05,8.82754315576634e-05,9.78650826753173e-05,2.92791305852749e-05,2.87230015955283e-05,3.89952348491623e-05,3.31471715441945e-05,3.77559999059913e-05,4.12188746735212e-05,4.97433342745954e-05,0.000969865245743674,0.000244911313388835,0.000166593372473249,0.000149503285476802,6.77961507076941e-05,5.96379782727332e-05,6.48143362499049e-05,5.38570427107797e-05,5.38835203343885e-05,5.18518461847671e-05,5.77250916999454e-05
"539","LECO",106973,"006737","53390010","44117","201060","20","20106020","OH","A-",0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,0.000541241619285713,-2.49580276785787e-05,NA,0.00241290404178571,0.00428456646428572,0.00377136304747222,0.0049854175270139,0.00575602354551587,0.00578159446005556,NA,NA,NA,NA,NA,-6.23887474166667e-05,-6.23887474166667e-05,-3.54958398701814e-05,-3.64276713748212e-05,-3.43077758304616e-05,-2.87931474767574e-05,NA,NA,NA,NA,NA,-8.12620689821431e-05,-7.18254081994049e-05,-4.17178140126461e-05,-4.10686520876432e-05,-3.80327735078582e-05,-3.19041345479898e-05,NA,NA,NA,NA,NA,9.84760887028273e-07,9.84760887028273e-07,8.27482490495289e-06,2.13553863560599e-07,1.52843248864647e-06,6.17527373015454e-07,NA,NA,NA,NA,NA,0.00020050063456939,0.000100742697728209,5.74996389463753e-05,4.8847726550135e-05,4.09065654522706e-05,3.35047592986796e-05,NA,NA,NA,NA
"540","LNC",106975,"006742","53418710","19087","403010","40","40301020","PA","B",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0.00291361721113094,0.0109171330361309,NA,0.00570627180035715,0.00849892638958335,0.0114327860363889,0.00863615453347023,0.0100310249855953,0.0122421206179999,0.0382738638254376,0.0584988085789632,0.0828037566244849,0.090881130189613,NA,-9.30884863075401e-05,-9.30884863075401e-05,-9.36172398379993e-05,-4.69060436257318e-05,-4.68250511477915e-05,-5.12555132245548e-05,-0.000129524712872918,-0.000152288195528308,-0.000146051443168837,-0.000120503442436277,NA,0.000173695374525793,4.03034441091264e-05,-5.666516486351e-06,1.86965451037763e-05,5.82965822720844e-06,-7.28015154873064e-06,-0.000100207805089036,-0.000130360754911869,-0.000131419787181634,-0.000109539722128058,NA,3.16844997779017e-05,3.16844997779017e-05,4.9846575062865e-05,1.02648183873501e-05,1.40457078059764e-05,2.30798931208128e-05,8.51031176320417e-05,0.000121140451692127,0.000126384606012114,0.000118683933801096,NA,5.44568089385456e-05,1.13861545803219e-05,2.14483414200802e-05,1.09174706412845e-05,2.95586628279608e-06,8.8807762994204e-06,7.91341766505369e-05,0.000117313682486473,0.000123702557932083,0.00011668854640942
"541","LNN",106981,"014954","53555510","68022","201060","20","20106015","NE","B",0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,0.000525235678392861,0.000715183672380965,NA,0.00417019735419643,0.00781515902999999,0.000843800545972238,0.000742888194031753,-0.0016179757777381,-0.00758742544895833,NA,NA,NA,NA,NA,-0.000121498722526786,-0.000121498722526786,-3.50071283054261e-06,-1.78403701343354e-06,1.41000753692826e-05,4.45750611392923e-05,NA,NA,NA,NA,NA,-0.000115167122727182,-0.000118332922626984,-1.41337223726674e-06,-2.27086243039244e-07,1.53497332244675e-05,4.56187314359302e-05,NA,NA,NA,NA,NA,6.00947359971471e-05,6.00947359971471e-05,4.02699519445917e-05,3.48571882249482e-05,4.68794187110977e-05,7.27506812430342e-05,NA,NA,NA,NA,NA,0.000234405688314429,0.000147250212155788,1.7195197170996e-05,8.00616070553104e-06,1.24759412800551e-05,4.40181066852404e-05,NA,NA,NA,NA
"542","LAD",106996,"064175","53679710","97501","255040","25","25504050","OR","A+",0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,9,0.00380545568571429,0.0041773608819643,NA,0.00517330832857143,0.00654116097142856,0.00531299692724307,0.00351109281588286,0.00388765780692853,0.00360996552583331,NA,NA,NA,NA,NA,-4.55950880952377e-05,-4.55950880952378e-05,-1.65663872695469e-05,2.41281040845436e-06,-5.40803429041047e-07,1.07412175758783e-06,NA,NA,NA,NA,NA,-3.31982482202374e-05,-3.93966681577376e-05,-1.24795169810853e-05,5.46121365640525e-06,1.90594128313006e-06,3.11755690181865e-06,NA,NA,NA,NA,NA,1.58088984344007e-05,1.58088984344007e-05,2.72042775055873e-05,3.90540356468361e-05,3.22385399127741e-05,2.92497418613298e-05,NA,NA,NA,NA,NA,0.000152436813807485,6.83139576865421e-05,2.82613419148145e-05,2.31786080608655e-06,9.67850661282301e-07,1.51693215112889e-06,NA,NA,NA,NA
"543","LFUS",106999,"025747","53700810","60631","452030","45","45203015","IL","A-",0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,0.000470667589761912,0.000182392430297615,NA,0.000589322824523811,0.00070797805928571,0.000586525278444436,0.000626775136160709,0.00076229649607144,0.00122975740206946,NA,NA,NA,NA,NA,-3.95517449206331e-06,-3.95517449206331e-06,-1.27316141409367e-06,-1.27957005244916e-06,-1.91861122572058e-06,-4.17082314454695e-06,NA,NA,NA,NA,NA,-1.35643464742065e-05,-8.75976048313491e-06,-4.44102030930572e-06,-3.64248119559913e-06,-3.81515832745937e-06,-5.75475259215297e-06,NA,NA,NA,NA,NA,5.74488120375751e-05,5.74488120375751e-05,4.24975033610406e-05,3.53616551859326e-05,3.08607321160945e-05,2.4004796959195e-05,NA,NA,NA,NA,NA,0.000132802912061454,3.76770500119394e-05,2.02228452430349e-05,1.14215556580909e-05,6.68895027187174e-06,7.35537734284273e-06,NA,NA,NA,NA
"544","LPSN",107005,"133869","53814610","10018","451030","45","45103010","NY","C",0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,-0.000437734232142826,0.00306482268660716,NA,0.0046509311875,0.00973959660714284,0.0136860498944722,0.00585398634340281,0.00681379048845241,0.00798844858933326,-0.00731872241100001,-0.0121522593924602,NA,NA,NA,-0.000169622180654761,-0.000169622180654761,-0.000155206418973792,-5.15714801274233e-05,-4.77073994776002e-05,-4.62977078103082e-05,2.52050849042388e-05,3.20945894803215e-05,NA,NA,NA,-5.28702833630947e-05,-0.000111246232008928,-0.000116716782504012,-2.28619971868496e-05,-2.4664261854245e-05,-2.70528895754181e-05,3.80349637274988e-05,4.16906358330612e-05,NA,NA,NA,0.000108218194125123,0.000108218194125123,0.000111435754198658,1.49302548890415e-05,1.49280561357851e-05,1.81220877065662e-05,6.96266801451153e-05,6.32423333165024e-05,NA,NA,NA,0.000172108848950342,0.000140163521537732,0.000132498607437741,3.06410716493414e-05,2.75380537986574e-05,2.86535143261079e-05,5.91085921659975e-05,5.47377082584574e-05,NA,NA
"545","LMT",107010,"006774","53983010","20817","201010","20","20101010","MD","A-",0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,-0.000239872978571422,0.00276694166428571,0.00119025382087302,0.00204223093928572,0.00432433485714286,0.00542497268552778,0.0067830599157996,0.00785987053892857,0.00837595854622223,0.0116704906697708,0.0134720567587947,0.0169673532866061,0.0166036302410318,-0.000143012679944444,-7.6070130595238e-05,-7.6070130595238e-05,-6.22510512538374e-05,-5.75650237243526e-05,-5.32877862993421e-05,-4.73397336527124e-05,-4.36277056715833e-05,-3.75669307873043e-05,-3.14574520387159e-05,-2.30732920816483e-05,0.00015766878434127,2.41570241666665e-05,-2.59565532142857e-05,-2.92091321015612e-05,-3.29190020615892e-05,-3.35061110173872e-05,-3.08187740765743e-05,-3.26137326208246e-05,-2.93290824507094e-05,-2.59605331303847e-05,-1.89543679133508e-05,3.94289827524402e-05,1.46661440655995e-05,1.46661440655995e-05,1.84803864787031e-05,2.09237984859708e-05,2.0508442957527e-05,1.91641135489704e-05,7.93889569293218e-07,6.41918695112337e-06,1.17906148819924e-05,2.1253783446467e-05,0.000590409806188117,9.50815414205809e-05,5.48738427430902e-05,4.49909570352904e-05,4.0698076524081e-05,3.63799029617996e-05,3.2419398827264e-05,1.1540104182326e-05,1.62820100253132e-05,1.82433038808329e-05,2.61031921947133e-05
"546","L",107015,"006781","54042410","10065-8087","403010","40","40301040","NY","B-",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,-0.00046763972732144,-0.000320327491428571,NA,0.000276410407767852,0.00102046054285714,0.00144315554635417,0.00193511021833332,0.00170924290202382,0.000715035139541682,NA,NA,NA,NA,NA,-2.48016711696431e-05,-2.48016711696431e-05,-2.09977502601715e-05,-1.96946716856948e-05,-1.43215962456925e-05,-6.49821355419297e-06,NA,NA,NA,NA,NA,-1.98912633065474e-05,-2.23464672380952e-05,-1.9378934481129e-05,-1.84871943423106e-05,-1.33524367990289e-05,-5.68880566467172e-06,NA,NA,NA,NA,NA,3.66023153599954e-05,3.66023153599954e-05,2.27729145149627e-05,1.6946553552687e-05,1.84577470961226e-05,2.1677406549549e-05,NA,NA,NA,NA,NA,0.000139129828893795,5.12637567668997e-05,3.51607594148582e-05,2.62662688048024e-05,1.62262287434412e-05,7.28943041536148e-06,NA,NA,NA,NA
"547","LPX",107044,"006821","54634710","37203","151050","15","15105010","TN","B",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.00155772123529762,0.00209433439571428,NA,0.004789180703125,0.00802064017095237,0.00688056041589583,0.0104598297731607,0.0176749845286111,0.0236550179047361,0.0285306088567499,-0.0179526585802234,-0.0319892430960962,-0.024181471965625,NA,-0.000107715315594246,-0.000107715315594246,-5.84927382483319e-05,-7.29681027693696e-05,-0.000106034626929694,-0.000121413717963948,-9.88017861591659e-05,5.34530953849891e-05,6.13290024339924e-05,3.52591687683871e-05,NA,-8.98282102470237e-05,-9.87717629206347e-05,-5.25958903316653e-05,-6.85696342413641e-05,-0.000102504277190111,-0.000118465294005615,-9.68361701869437e-05,5.49232684272266e-05,6.23100136961801e-05,3.59942552895058e-05,NA,4.63113290646074e-05,4.63113290646073e-05,1.47220734731977e-05,3.63268775309878e-05,7.32552835878788e-05,9.32380978602059e-05,5.43801909182894e-05,8.46008392211701e-05,8.09958395907159e-05,3.70786774035684e-05,NA,0.000209066775834271,0.000127689052449439,6.83777152653945e-05,7.63487087038559e-05,0.000105378069134523,0.000120065918756304,7.57625417484451e-05,6.79703408526228e-05,7.00272429457319e-05,2.88454310081434e-05
"548","LOW",107045,"006829","54866110","28117","255040","25","25504030","NC","A",0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,9,0.000543516520714291,0.00588364144874999,0.000966762863650795,0.0031309417425,0.00571836696428571,0.00684487353333334,0.00686381197444445,0.00810685139853969,0.00941076935409721,0.00997813688164586,0.0117658217283284,0.0137456076282541,0.0100754988348412,-4.23246342936504e-05,-8.6247507392857e-05,-8.6247507392857e-05,-6.92456814573522e-05,-5.18057004404112e-05,-4.97587820909566e-05,-4.87211694141919e-05,-3.45590489411413e-05,-3.07460416646961e-05,-2.41354499223762e-05,-1.3057510019352e-05,0.000491687858509919,9.17566568749996e-05,2.75457474107131e-06,-1.05629899404764e-05,-8.03418463683986e-06,-1.46263812486165e-05,-1.9379823655754e-05,-1.49981517688493e-05,-1.61155624098038e-05,-1.43728814981793e-05,-5.74227039190579e-06,0.000140117028403234,2.48435208632186e-05,2.48435208632186e-05,2.54750166822179e-05,1.51644752020294e-05,1.69794387491415e-05,2.05455493104499e-05,9.8625462997353e-06,4.01702171484841e-07,4.46861276565277e-06,1.12380013841707e-05,0.000256390732019468,2.74819087122478e-05,2.61627147877332e-05,2.63448148742056e-05,1.58132590993317e-05,1.75001731930288e-05,2.09804484064437e-05,6.07547666964933e-06,3.06848998440754e-06,6.65565224862754e-06,1.28910946732682e-05
"549","LDL",107063,"006845","55081910","06042-2307","201060","20","20106020","CT","C",0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.00223178218880951,0.00648207082232143,NA,0.0103111640217857,0.0183905458547619,0.02069708792775,0.0264178635406508,0.03136684939,0.0359899646708333,0.0306143557243333,0.0337721715400646,NA,NA,NA,-0.000269312727765873,-0.000269312727765873,-0.000202915447680665,-0.000198246568457715,-0.000191678073692042,-0.000185484519131999,-0.000103965470826095,-8.6412025619877e-05,NA,NA,NA,-0.000127636439982143,-0.000198474583874008,-0.000156208979180534,-0.000163408137035486,-0.000163715648471569,-0.000162131284881933,-8.83966479927176e-05,-7.47673992266936e-05,NA,NA,NA,0.000207908741236235,0.000207908741236235,0.00015914478290553,0.000161605343219334,0.000158898730350227,0.000157308899028257,5.9543875585218e-05,5.5264281783696e-05,NA,NA,NA,0.00024687500556939,0.000227391873402812,0.000171990804114263,0.000171187211497978,0.000166589440415982,0.000163731909632623,6.73230195542189e-05,6.17203268012974e-05,NA,NA
"550","MTB",107074,"004699","55261F10","14203","401010","40","40101015","NY","B+",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,5.83829488690481e-05,0.00312064432982142,NA,0.00450142883157738,0.00894447471428571,0.0129883328092014,0.00887598306577776,0.0101071998836111,0.0119000024713194,0.00847726397050001,NA,NA,NA,NA,-0.000148101529423611,-0.000148101529423611,-0.000142087361102553,-7.22754107943337e-05,-6.61106377285664e-05,-6.50638435299471e-05,-3.08383920206262e-05,NA,NA,NA,NA,-4.60261500585319e-05,-9.70638397410715e-05,-0.000108436137136044,-4.71749076717732e-05,-4.59641812749324e-05,-4.82382315466923e-05,-1.9621317365123e-05,NA,NA,NA,NA,8.66975428939726e-05,8.66975428939726e-05,9.83166963274191e-05,3.56341855559519e-05,3.33312943867513e-05,3.68882234262051e-05,1.35832032202503e-05,NA,NA,NA,NA,0.000165264715645779,0.000125981129269876,0.000124217962069773,5.4953982134265e-05,4.88379732193448e-05,4.9838856297382e-05,1.45231107337561e-06,NA,NA,NA
"551","MBI",107078,"013561","55262C10","10577","403010","40","40301040","NY","C",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,-0.0144864423955952,-0.00205927298755953,NA,-0.00202144472377975,0.0104435529480357,0.016984498375,0.0231295649658035,0.0535522522366905,0.0795505236516249,NA,NA,NA,NA,NA,-0.000415499922393849,-0.000415499922393849,-0.000345834513962585,-0.000308327929191793,-0.00044762299100188,-0.000516686626633078,NA,NA,NA,NA,NA,-1.26094212599256e-06,-0.000208380432259921,-0.00020927221277538,-0.000206465884863632,-0.000365865297527961,-0.000448405476039475,NA,NA,NA,NA,NA,0.000354095935864211,0.000354095935864211,0.000302063849187451,0.000271686703953411,0.000414843647660065,0.000488511006529336,NA,NA,NA,NA,NA,0.00012049950771324,0.000237297721788725,0.000225054037709109,0.000214244959326123,0.000368739089472373,0.000450006100790165,NA,NA,NA,NA
"552","MDC",107084,"006865","55267610","80237","252010","25","25201030","CO","A-",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.00196017193696425,0.00261021314999998,NA,0.00733121254657737,0.0127022531561905,0.0104546987624445,0.014445818200502,0.0178939207465953,0.0202421170992083,NA,NA,NA,NA,NA,-0.000179034686987104,-0.000179034686987104,-9.33464486316506e-05,-0.000102341362815883,-0.000104827294800204,-0.000100450248144198,NA,NA,NA,NA,NA,-0.00015736664655258,-0.000168200666769842,-8.62031385982909e-05,-9.70131561516556e-05,-0.000100550707872337,-9.68785931275184e-05,NA,NA,NA,NA,NA,0.000117630700457466,0.000117630700457466,4.95757838565163e-05,6.57001375775011e-05,7.20479514583889e-05,7.22746280404562e-05,NA,NA,NA,NA,NA,0.000276605212139827,0.000197117956298646,0.00010198496353202,0.000104792230614147,0.00010342449981675,9.84792178782081e-05,NA,NA,NA,NA
"553","ECPG",107091,"121815","29255410","92108","402020","40","40202010","CA","B+",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0.000905276656964341,0.000787544190476207,NA,0.0108669882399107,0.0208286998228571,0.00705154464092361,0.0102170784349306,0.0145846234026031,0.0200635877586806,NA,NA,NA,NA,NA,-0.000332057052764879,-0.000332057052764879,-6.75414064171348e-05,-7.63262440816909e-05,-8.99957022739393e-05,-0.000105265445613826,NA,NA,NA,NA,NA,-0.000335981468314484,-0.000334019260539682,-6.88351697851363e-05,-7.72912642988067e-05,-9.07702579745191e-05,-0.000105912327297826,NA,NA,NA,NA,NA,0.000270653066235241,0.000270653066235241,2.37707416420005e-05,3.96850188433091e-05,5.72163589321242e-05,7.70898255100837e-05,NA,NA,NA,NA,NA,0.000455220033901731,0.000362936550068486,8.46169947188655e-05,8.50703387612985e-05,9.36440499189315e-05,0.000107512952048516,NA,NA,NA,NA
"554","MVC",107096,"137230","55382910","10577","402030","40","40203010","NY","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0.000220866946011898,0.000943673536011906,NA,0.00438163727380952,0.00854240760160715,0.00278686140570139,0.00347504070711112,0.00378476333286509,0.00304276070818053,NA,NA,NA,NA,NA,-0.000138692344259921,-0.000138692344259921,-2.81977413152691e-05,-2.66735554188461e-05,-2.34466867556131e-05,-1.55049107811463e-05,NA,NA,NA,NA,NA,-0.000114598791259921,-0.000126645567759921,-2.02548117548295e-05,-2.07489112385181e-05,-1.86913802424552e-05,-1.15334460009265e-05,NA,NA,NA,NA,NA,7.72883577302823e-05,7.72883577302823e-05,1.55729234598652e-05,9.9676698195357e-06,9.33265658620199e-06,1.26707093225956e-05,NA,NA,NA,NA,NA,0.000233837356847168,0.000155562857288725,3.60366366885587e-05,2.85279857010099e-05,2.15651721868675e-05,1.31340707516163e-05,NA,NA,NA,NA
