"","ticker","secid","gvkey","cusip","addzip","gind","gsector","gsubind","state","spcsrc","foreign","no_dur","durables","manuf","energy","chemical","bus_eq","telco","utilities","shops","health","finance","fama","sigma_term_m","sigma_term_bs","sigma_time_10","sigma_time_30","sigma_time_60","sigma_time_91","sigma_time_122","sigma_time_152","sigma_time_182","sigma_time_273","sigma_time_365","sigma_time_547","sigma_time_730","RI10_m","RI30_m","RI60_m","RI91_m","RI122_m","RI152_m","RI182_m","RI273_m","RI365_m","RI547_m","RI730_m","RI10_bs","RI30_bs","RI60_bs","RI91_bs","RI122_bs","RI152_bs","RI182_bs","RI273_bs","RI365_bs","RI547_bs","RI730_bs","AdRI10_m","AdRI30_m","AdRI60_m","AdRI91_m","AdRI122_m","AdRI152_m","AdRI182_m","AdRI273_m","AdRI365_m","AdRI547_m","AdRI730_m","AdRI10_bs","AdRI30_bs","AdRI60_bs","AdRI91_bs","AdRI122_bs","AdRI152_bs","AdRI182_bs","AdRI273_bs","AdRI365_bs","AdRI547_bs","AdRI730_bs"
"1","WWR",6646,"015240","96168420","80112","201040","20","20104010","CO","C",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-0.0258098684567265,0.0436777415956548,NA,0.0170071424206844,0.0598241532980953,0.101877951861562,0.141869560476399,0.186801830839484,0.216425023318292,NA,NA,NA,NA,NA,-0.0014272336959137,-0.0014272336959137,-0.00140316286064054,-0.00137442154863217,-0.00139876117958033,-0.00133096094381878,NA,NA,NA,NA,NA,0.000889019972499011,-0.000269106861707342,-0.000639562750174808,-0.000804850974432327,-0.00094160585028835,-0.000949160888585917,NA,NA,NA,NA,NA,0.00136582970938406,0.00136582970938406,0.0013593921958654,0.00133778032339379,0.00136598183623852,0.00130278532371504,NA,NA,NA,NA,NA,0.000769781406911764,0.000298024151236147,0.000655344575108537,0.000812630048894818,0.000944479642232763,0.000950761513336607,NA,NA,NA,NA
"2","MPAA",8170,"029930","62007110","90503","251010","25","25101010","CA","C",0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-0.000524603257976188,0.00104542836577382,NA,-0.000926296400446437,-0.00132798954291669,0.00309393076768754,0.00444406616657143,0.0053680166250794,0.00576372723820833,NA,NA,NA,NA,NA,1.3389771415675e-05,1.3389771415675e-05,-3.97641101721289e-05,-4.07267985618657e-05,-3.87672360727342e-05,-3.45512664625523e-05,NA,NA,NA,NA,NA,6.57241588740084e-05,3.95569651448417e-05,-2.25110154056454e-05,-2.78576868917837e-05,-2.84380806533262e-05,-2.59247190793105e-05,NA,NA,NA,NA,NA,7.47937579453134e-05,7.47937579453134e-05,4.00655460300535e-06,4.08557332348394e-06,5.98789273091905e-06,6.37564635881033e-06,NA,NA,NA,NA,NA,5.3514406713239e-05,1.06396756160372e-05,3.82928403393746e-05,3.56367613542755e-05,3.13118725977386e-05,2.75253438300003e-05,NA,NA,NA,NA
"3","AIR",100862,"001004","36110","60191","201010","20","20101010","IL","B",0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,0.00111612769047616,0.00209553217238092,NA,0.0169167346837798,0.0327173416770834,0.0277732499240625,0.0324813720780477,0.00979934786734121,-0.00352118747229164,NA,NA,NA,NA,NA,-0.000526686899776787,-0.000526686899776787,-0.000292935409160289,-0.000257092167111242,-5.71264485320069e-05,2.54797536415813e-05,NA,NA,NA,NA,NA,-0.000494040083713295,-0.000510363491745041,-0.000282172722545951,-0.000249064261521859,-5.06829979931598e-05,3.08610969487504e-05,NA,NA,NA,NA,NA,0.000465282913247148,0.000465282913247148,0.000249164744385155,0.00022045094187286,2.43471051901918e-05,5.36553737453233e-05,NA,NA,NA,NA,NA,0.000613278649300542,0.000539280781273845,0.000297954547479681,0.00025684333598435,5.35567899375721e-05,2.92604721980606e-05,NA,NA,NA,NA
"4","AFL",100892,"001449","105510","31999","403010","40","40301020","GA","A-",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0.000814860799821438,0.00222145420982144,0.00140118122571428,0.00364173616,0.00646861152017857,0.00684216070064584,0.00779949143860122,0.00761231495133334,0.00830808063799999,0.00887526648449999,0.00178660981128968,0.00451416772794939,0.00836978726651781,-5.86320425892846e-05,-9.42291786726189e-05,-9.42291786726189e-05,-6.62340648442242e-05,-5.72510708096703e-05,-4.4720093102052e-05,-4.11715375724096e-05,-2.95252955482731e-05,-2.66232605881711e-06,-6.76290114831436e-06,-1.03492143379402e-05,8.20272984107159e-05,-4.73427316726187e-05,-7.07859551726188e-05,-5.07769944046637e-05,-4.57216166293424e-05,-3.5466189088894e-05,-3.34430023526294e-05,-2.43729387350863e-05,1.19135451652537e-06,-4.19143239145877e-06,-8.422374050269e-06,0.000123809620107599,3.28251921429804e-05,3.28251921429804e-05,2.24634000690899e-05,2.06098455712885e-05,1.19407497602369e-05,1.29959174686677e-05,1.48962996926035e-05,2.84854177773639e-05,1.29039360084091e-05,8.52970570275899e-06,0.000666051292118671,0.000166581297259866,9.97032447014232e-05,6.65588193383929e-05,5.35006910918342e-05,3.83399810333064e-05,3.50436271033191e-05,3.29931029658761e-06,1.42384269419216e-05,3.525796858093e-06,1.55711983316315e-05
"5","AGCO",100896,"025180","108410","30096","201060","20","20106015","GA","B+",0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,0.000689151211726187,0.000541695667619052,NA,0.006175894325625,0.0116626374395238,0.00838459419416668,0.0108828983070635,0.0107089125272619,0.0116494864127778,NA,NA,NA,NA,NA,-0.00018289143712996,-0.00018289143712996,-8.4565307499346e-05,-8.35553040601419e-05,-6.59194823390507e-05,-6.02216219837999e-05,NA,NA,NA,NA,NA,-0.000187806621933532,-0.000185349029531746,-8.618569809393e-05,-8.476395606102e-05,-6.68895846029135e-05,-6.10318172810919e-05,NA,NA,NA,NA,NA,0.000121487450600322,0.000121487450600322,4.07946427242118e-05,4.69140788217601e-05,3.31401389972356e-05,3.20460018800579e-05,NA,NA,NA,NA,NA,0.000307045187520779,0.00021426631906055,0.000101967523027659,9.25430305235118e-05,6.97633765473258e-05,6.26324420317816e-05,NA,NA,NA,NA
"6","AES",100900,"024216","00130H10","22203","551050","55","55105010","VA","B-",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.00124608493624999,0.00228332405714286,NA,0.002844325108125,0.00444256528,0.00305711813549999,0.00409424943183533,0.00479030315150002,0.00610798834316664,0.0091959951405833,0.00625223620125001,0.00793270297021428,0.00985399420991079,NA,-5.32746723958335e-05,-5.32746723958335e-05,-1.99014637280219e-05,-2.33456106195519e-05,-2.33172251003292e-05,-2.67137549830585e-05,-2.91205501990231e-05,-1.37154829178083e-05,-1.22241645959128e-05,-1.17916565392614e-05,NA,-1.8700035032738e-05,-3.59873537142857e-05,-8.50323163029812e-06,-1.48436506122334e-05,-1.64932835155077e-05,-2.10146389341966e-05,-2.53211394997819e-05,-1.08737319016634e-05,-1.03279321993993e-05,-1.0370781031189e-05,NA,8.12931413380492e-06,8.12931413380492e-06,2.38692010471123e-05,1.32956146188298e-05,9.46211824148594e-06,1.46186512068344e-06,1.53010450418534e-05,1.74322609183727e-05,7.44267256081066e-06,9.97214790408013e-06,NA,0.000137938600619985,6.49046432430902e-05,2.42850565640273e-05,2.26227250747251e-05,1.936707545992e-05,2.26152636848864e-05,4.24751106128321e-06,2.17334052373283e-06,2.61070294984753e-06,1.75196053125514e-05
"7","PLD",100906,"029984","74340W10","94111","601025","60","60102510","CA","A-",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0.000594996494285706,0.000486461779999989,NA,0.00345610022035714,0.00631720394642857,0.00681737291056249,0.00845880482767263,0.00771232354133335,0.00823461958493056,0.0108893083641875,0.0103570530950149,0.0101803691115833,0.0120186214796926,NA,-9.53701242023811e-05,-9.53701242023811e-05,-6.83777628162284e-05,-6.44574453556306e-05,-4.68245200463661e-05,-4.19759510474992e-05,-3.77081020875525e-05,-2.67453605499429e-05,-1.75235331212022e-05,-1.56488013498725e-05,NA,-9.8987948011905e-05,-9.7179036107143e-05,-6.95704519842033e-05,-6.53470741612512e-05,-4.75385642192984e-05,-4.25722956314867e-05,-3.81056651435442e-05,-2.70427159315476e-05,-1.7721951246039e-05,-1.57974790406748e-05,NA,3.39661376727426e-05,3.39661376727426e-05,2.46070980410942e-05,2.78162201172488e-05,1.4045176704551e-05,1.38003309437572e-05,6.71349315332402e-06,4.40238328623808e-06,2.14330403552122e-06,1.38292927146912e-05,NA,0.000218226513599152,0.000126096325635948,8.53522769179326e-05,7.3126148623743e-05,5.04123561637108e-05,4.41729203821764e-05,1.70320367050455e-05,1.39956435061513e-05,1.00047219964872e-05,2.29463033220373e-05
"8","CLFD",100919,"012482","18482P10","55428","452010","45","45201020","MN","B",0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,0.00379623101142851,0.00397866441374996,NA,0.00260121373190475,0.00140619645238099,-0.00645971854305556,-0.00779866740170443,-0.00646562464464284,-0.00257312376750002,NA,NA,NA,NA,NA,3.98339093174585e-05,3.98339093174585e-05,0.000112702742356968,9.50401509273192e-05,6.75122082636273e-05,3.49964548292776e-05,NA,NA,NA,NA,NA,4.59150227281736e-05,4.28744660228161e-05,0.000114707505019841,9.65355066840524e-05,6.87124280157421e-05,3.59988361607142e-05,NA,NA,NA,NA,NA,0.000101237895847097,0.000101237895847097,0.000156473407132102,0.000131681376165701,0.000100291551605442,6.31720749330196e-05,NA,NA,NA,NA,NA,7.33235428590738e-05,1.39571764940116e-05,9.89256800861116e-05,8.87564322215606e-05,6.58386360713297e-05,3.43982114100244e-05,NA,NA,NA,NA
"9","SRPT",100958,"064857","80360710","02142","352010","35","35201010","MA","C",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,0.0108286114328571,-0.00801517880089289,0.00296734739260912,0.00457347242499998,-0.00168166658285716,-0.0112526279189097,-0.0124015100867838,0.00377578471397619,0.00945335999056948,0.013575160393979,0.0161671986007689,0.0216891846420979,0.025197215565804,0.0007861264040248,0.000208504633595238,0.000208504633595238,0.000242650981887548,0.000190410832128204,4.64001757821114e-05,7.55632660597607e-06,-1.00606189052083e-05,-1.46262662134569e-05,-1.9854795629325e-05,-1.96830193602012e-05,-0.0010982526193502,-0.000419621707529762,-0.000105558536967262,3.5576363934251e-05,3.59535351302531e-05,-7.75721283872965e-05,-9.59809823706723e-05,-7.90854915563072e-05,-6.62530887716761e-05,-5.43041379213726e-05,-4.54964306393108e-05,0.000968568066721684,0.000269908620124877,0.000269908620124877,0.000286421646662682,0.000227052057366586,7.91795191239265e-05,3.5731946709718e-05,3.43609763356683e-05,1.65214776227241e-05,1.879584726016e-07,1.786351072502e-05,0.00184633120987959,0.00053886027311701,0.000134475826496067,1.97945390005218e-05,2.81744606677613e-05,8.04459203317089e-05,9.75816071213621e-05,5.80118631178085e-05,5.32060163462798e-05,4.65869086718208e-05,5.26452549206733e-05
"10","AXTI",100963,"110760","00246W10","94538-6339","453010","45","45301010","CA","B-",0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,0.00487937886672621,0.0172235520576785,NA,-0.0172802704928572,-0.0394399198524405,-0.0231290839934375,-0.02970028142599,-0.00473939610361907,0.0109280151418749,NA,NA,NA,NA,NA,0.000738654978652779,0.000738654978652779,0.000307785306155645,0.000283439838464887,6.32814142785873e-05,-3.32342652480697e-05,NA,NA,NA,NA,NA,0.00115012741835119,0.000944391198501984,0.000443435561001275,0.00038462158593171,0.000144493080008537,3.45908621747452e-05,NA,NA,NA,NA,NA,0.000800058965182417,0.000800058965182417,0.000351555970930779,0.000320081063703269,9.60607576204024e-05,5.05864514432777e-06,NA,NA,NA,NA,NA,0.00103088885276394,0.000915473908973179,0.000427653736067546,0.000376842511469218,0.000141619288064125,3.29902374240555e-05,NA,NA,NA,NA
"11","AZZ",100964,"001926","247410","76107","201020","20","20102010","TX","B",0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,9,0.00349805820642858,0.00105991783309524,NA,0.00599886766714286,0.00849967712785714,0.0116201422552222,0.0137093117091905,0.011764819,0.013339653127125,NA,NA,NA,NA,NA,-8.33603153571426e-05,-8.33603153571426e-05,-8.92536708658638e-05,-8.36987992029664e-05,-5.4386584168233e-05,-5.40746973664638e-05,NA,NA,NA,NA,NA,-0.000164631661134921,-0.000123995988246032,-0.000116046422221175,-0.000103683556361436,-7.04269813612155e-05,-6.74710730441195e-05,NA,NA,NA,NA,NA,2.19563288275042e-05,2.19563288275042e-05,4.54830060907295e-05,4.70575739645846e-05,2.16072408264179e-05,2.58990772627218e-05,NA,NA,NA,NA,NA,0.000283870226722168,0.000152913277774836,0.000131828247154904,0.000111462630823928,7.33007733056278e-05,6.90716977948093e-05,NA,NA,NA,NA
"12","ABT",100972,"001078","282410","60064-6400","351010","35","35101010","IL","B+",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,-0.000684332735416664,0.000777974374761918,0.00126382301,0.00205901591729167,0.00480236457,0.00605891642850001,0.00643121906224006,0.00678077618933333,0.00761043140216666,0.00943916174716668,0.00780219619565475,0.011342224416,0.0141279834020634,-0.000194815574541666,-9.14449550902777e-05,-9.14449550902777e-05,-7.41016391639195e-05,-5.83241950627601e-05,-4.91125587154605e-05,-4.55756271295787e-05,-3.70823973721002e-05,-2.32507641947162e-05,-2.19863933298293e-05,-2.02908440239453e-05,-4.85848635238081e-05,-4.27013847509917e-05,-6.70731699206347e-05,-5.80323302608581e-05,-4.63380712088373e-05,-3.94921172011277e-05,-3.75409726780481e-05,-3.17259610710797e-05,-1.92444433449119e-05,-1.93130713733785e-05,-1.82876835990432e-05,1.23739118447824e-05,3.00409685606393e-05,3.00409685606393e-05,3.03309743887852e-05,2.16829698243783e-05,1.63332153736454e-05,1.74000070258368e-05,7.3391978687764e-06,7.89697964146475e-06,2.31955617310589e-06,1.84713353887641e-05,0.000796663454053195,0.000161939950338239,9.59904594494392e-05,7.38141551945874e-05,5.41171456713291e-05,4.23659091455401e-05,3.91415974287378e-05,1.06523326325811e-05,6.19737091951561e-06,1.15958421238268e-05,2.54365078804056e-05
"13","ANF",100974,"063643","289620","43054","255040","25","25504010","OH","C",0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,9,-0.00685303862119056,0.0321435988705356,0.00293191111666666,0.00504615348404762,0.0169453455892858,0.0161927998029236,0.0142815690306845,0.0151031643625,0.0176166612712639,0.0289573877003124,0.0377688106046877,0.0429050675997429,0.0315831537764286,-0.000978494973785722,-0.000396639736841272,-0.000396639736841272,-0.000253250971693562,-0.000173234488949796,-0.000144448703840069,-0.000134448900507991,-0.000131173722789388,-0.000122251641714735,-9.0965459270445e-05,-5.26523183529029e-05,0.0029211687753869,0.0009032481795496,0.000253304221354164,0.000175283506237495,0.000146410080654517,0.000112108121763392,7.9818338457537e-05,1.16711031876308e-05,-1.54115389976769e-05,-1.96736174208542e-05,7.67733005626084e-07,0.000796053311088838,0.000335235750311634,0.000335235750311634,0.000209480306918428,0.000136593263711414,0.000111669360498254,0.000106273280404249,8.67521275485116e-05,9.11038978785539e-05,7.12986221137216e-05,5.08328097177217e-05,0.00217309018485751,0.000784009613962353,0.00022438693182536,0.000159501681303766,0.000138631006192025,0.00010923432981898,7.82177137068473e-05,3.27447316261295e-05,2.3644665722806e-06,1.19563881713024e-05,6.38109127573638e-06
"14","ABMD",100978,"013619","365410","01923","351010","35","35101010","MA","B-",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,0.00176351105315477,0.00196304238125,NA,0.00556758463,0.00937165820684524,0.0113288553080625,0.011428852335,0.0128219537382937,0.0127688415517361,0.0153066259236042,0.0134611151809524,NA,NA,NA,-0.000126802452561508,-0.000126802452561508,-0.000105113673130854,-7.92241088675838e-05,-7.27529124022296e-05,-6.04688488933039e-05,-4.96084793789355e-05,-3.20482304871169e-05,NA,NA,NA,-0.000120151408291667,-0.000123476930426587,-0.000102921021173764,-7.75886061782786e-05,-7.14402062963399e-05,-5.93725229147587e-05,-4.88775953932387e-05,-3.15015693142532e-05,NA,NA,NA,6.53984660318695e-05,6.53984660318694e-05,6.13430083557199e-05,4.2582883629202e-05,3.99735690604145e-05,3.22932287895619e-05,5.18688413805897e-06,9.00486650935886e-07,NA,NA,NA,0.000239389973878914,0.000152394219955392,0.000118702846107493,8.53676806407704e-05,7.43139982407522e-05,6.09731476654484e-05,2.78039669547401e-05,1.84544968888569e-05,NA,NA
"15","AKR",100991,"028323","423910","10580-1412","601070","60","60107010","NY","B-",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0.00190621047261906,0.00208611562339285,NA,-0.000932981999999992,-0.00377217447261904,0.0125685490991667,0.0153767048452778,0.00100279402850795,-0.040581160308,NA,NA,NA,NA,NA,9.46397490873017e-05,9.46397490873017e-05,-0.000117168556335688,-0.000110413888300481,5.9435292375731e-06,0.000233447092201204,NA,NA,NA,NA,NA,0.000100636587446428,9.76381682668649e-05,-0.000115191576656855,-0.000108939255917089,7.12711575582172e-06,0.00023443558204062,NA,NA,NA,NA,NA,0.00015604373561694,0.00015604373561694,7.33978915605536e-05,7.37726630620994e-05,3.87228725793882e-05,0.000261622712304945,NA,NA,NA,NA,NA,1.86019781408194e-05,6.87208787380604e-05,0.000130973401590584,0.000116718330379581,4.25332381140936e-06,0.00023283495728993,NA,NA,NA,NA
"16","AXDX",100997,"021118","00430H10","85714","351010","35","35101010","AZ","C",0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,-0.000554213423511847,0.00585098856220238,NA,0.00406255975261905,0.00867933292874994,0.0177318885249999,0.0245218940578869,0.0334025716466667,0.0421151404311805,NA,NA,NA,NA,NA,-0.000153892439204363,-0.000153892439204363,-0.000200946175258371,-0.000205541864601629,-0.00022339990177749,-0.000234446999201606,NA,NA,NA,NA,NA,5.96142936527778e-05,-4.71390727757926e-05,-0.000130559340250523,-0.00015304020898102,-0.00018126041502937,-0.000199253581697682,NA,NA,NA,NA,NA,9.24884526747246e-05,9.24884526747246e-05,0.000157175510483237,0.000168900639363247,0.000190620558435675,0.000206271379097864,NA,NA,NA,NA,NA,5.96242719344696e-05,7.60563623045971e-05,0.000146341165184252,0.000160819283443512,0.000184134206973783,0.000200854206448372,NA,NA,NA,NA
"17","ATVI",101029,"180405","00507V10","90404","502020","50","50202020","CA","B+",0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,0.000791903237916667,0.00218217943291666,0.00258394177002976,0.00293428511455357,0.00507666699119048,0.00522390995136109,0.00493286158042858,0.00475706154557938,0.005548940852,0.00990634628018753,0.0162998000265128,0.0221763828333333,0.0240231483467857,-0.00017920385321131,-7.14127292212301e-05,-7.14127292212301e-05,-4.87033704774113e-05,-3.39422814959993e-05,-2.60865678135705e-05,-2.61375693081502e-05,-3.33862382500764e-05,-4.24873884619073e-05,-3.90941126058805e-05,-3.18236234368069e-05,-4.01762337113099e-05,-2.50701893878969e-05,-4.82414593045635e-05,-3.34256100927959e-05,-2.25465749796059e-05,-1.69400138990968e-05,-1.84986891158425e-05,-2.82936514552046e-05,-3.8678412585195e-05,-3.65524742237964e-05,-2.99191354984507e-05,3.23780948557447e-06,1.00087426915917e-05,1.00087426915917e-05,4.93270570227702e-06,2.6989437423825e-06,6.69277552824464e-06,2.03805079559181e-06,1.10353569908001e-05,1.13396446257263e-05,1.94272754491571e-05,3.00041148016257e-05,0.000788254824240697,0.000144308754975144,7.7158748833368e-05,4.92074350265252e-05,3.03256494420977e-05,1.98138058435092e-05,2.00993138665323e-05,7.220023016706e-06,2.56313401597987e-05,2.88352449742446e-05,3.70679597798132e-05
"18","EPAC",101043,"001706","29276510","53051","201060","20","20106020","WI","B-",0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,-0.00260491951053572,0.00168618146089285,NA,-0.00812307290883928,-0.0136412263071428,-0.00153328742928473,-0.00634679561898609,-0.0344659718825635,-0.0562408831972361,NA,NA,NA,NA,NA,0.000183938446610119,0.000183938446610119,-1.17761767170438e-05,3.06711156430359e-05,0.000209612186658077,0.000294703097179672,NA,NA,NA,NA,NA,0.000326975145657738,0.000255456796133928,3.53787790129404e-05,6.58440744252372e-05,0.000237843114101686,0.000318280575044665,NA,NA,NA,NA,NA,0.000245342433139757,0.000245342433139757,3.19944880580904e-05,6.73123408814176e-05,0.000242391529999892,0.000322878717283414,NA,NA,NA,NA,NA,0.00020773658007049,0.000226539506605124,1.95969540792112e-05,5.80649999627454e-05,0.000234969322157274,0.000316679950293975,NA,NA,NA,NA
"19","RAMP",101044,"002536","53815P10","94104","451030","45","45103010","CA","C",0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,0.00249954454523806,0.0167718353311905,NA,0.00440075337988095,0.00630196221452384,0.00490992294144454,0.00474307372748408,0.00570284540667457,0.00652834579511102,NA,NA,NA,NA,NA,-6.33736278214296e-05,-6.33736278214296e-05,-2.64876746835877e-05,-1.83895834610329e-05,-2.10743477726086e-05,-2.21362706036976e-05,NA,NA,NA,NA,NA,0.000412369398376983,0.000174497885277777,0.000130350685601603,9.85964065877572e-05,7.28223021349729e-05,5.6282909538898e-05,NA,NA,NA,NA,NA,1.96964129179114e-06,1.96964129179116e-06,1.72829900915465e-05,1.82516417773489e-05,1.17049955692065e-05,6.03934950004441e-06,NA,NA,NA,NA,NA,0.000293130832789736,0.000145580595748972,0.000114568860667874,9.08173321252654e-05,6.99485101905606e-05,5.46822847882082e-05,NA,NA,NA,NA
"20","ADBE",101062,"012540","00724F10","95110-2704","451030","45","45103010","CA","B+",0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,-0.000384553036190472,-0.00133494823619047,0.00156068537622024,0.004725654966875,0.00983586296994048,0.0121751449136597,0.0136111385622679,0.0147974862698333,0.0149007190366667,0.0181033220948125,0.0194528958192064,0.0176571917607301,0.015287892557143,-0.000194523841241071,-0.000170340266768849,-0.000170340266768849,-0.000138018658789563,-0.000114718783593921,-9.98818375396303e-05,-8.3985011389325e-05,-6.77211543260181e-05,-5.43491749462928e-05,-3.29830800674966e-05,-2.14691035525116e-05,-0.000289563361241071,-0.000202020106768849,-0.000186180186768849,-0.000148462562086266,-0.000122508908184085,-0.00010613443753963,-8.92069630376766e-05,-7.12024554249192e-05,-5.69529974120462e-05,-3.47205484404399e-05,-2.27710147853883e-05,1.2082178544187e-05,0.000108936280239211,0.000108936280239211,9.42479940144282e-05,7.8077558355539e-05,6.71024941978152e-05,5.5809391285583e-05,2.32995590851416e-05,2.32014311101118e-05,1.33162429107731e-05,1.96495949173303e-05,0.00103764195177046,0.000321258672356097,0.000215097476297654,0.000164244387019995,0.000130287982646577,0.000109008229484043,9.08075877883664e-05,5.01288269864206e-05,4.39059249866499e-05,2.70033191908881e-05,2.99198390667507e-05
"21","ADTN",101067,"030576","00738A10","35806-2807","452010","45","45201020","AL","B-",0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,0.00356932014494045,0.00339577747827381,NA,0.0076699890672619,0.0117706579895833,0.0162276651824444,0.0205110768393968,0.0190229022803175,0.0199934979811667,NA,NA,NA,NA,NA,-0.000136688964077382,-0.000136688964077382,-0.000139102692719824,-0.000138866858151281,-0.000101668303522217,-9.02427353638802e-05,NA,NA,NA,NA,NA,-0.000142473719632936,-0.000139581341855159,-0.000141009754990886,-0.000140289339025598,-0.000102810031592393,-9.11962664994112e-05,NA,NA,NA,NA,NA,7.52849775477431e-05,7.52849775477431e-05,9.53320279446893e-05,0.0001022256329129,6.88889601804022e-05,6.20671152601382e-05,NA,NA,NA,NA,NA,0.000261712285220184,0.000168498631383963,0.000156791579924615,0.00014806841348809,0.000105683823536805,9.2796891250101e-05,NA,NA,NA,NA
"22","AMAG",101080,"012250","00163U10","02451","352020","35","35202010","MA","C",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,0.223232496345119,0.0991890551198214,NA,0.0808378276424107,-0.0615568410602977,-0.094129253972,-0.110297299072865,-0.0108542660219048,0.0295345011380972,0.157217658808437,-0.00697355127284224,NA,NA,NA,0.00474648895675695,0.00474648895675695,0.00348749176172658,0.00273385078211462,0.00154004448925674,0.00106427469893968,0.000241812591709456,0.000630701500323182,NA,NA,NA,0.000611707582580358,0.00267909826966865,0.00212437702298705,0.00171710126387448,0.000723969218037672,0.000382717329569913,-0.000212558987870388,0.000290856455870311,NA,NA,NA,0.00480789294328658,0.00480789294328658,0.00353126242650172,0.00277049200735301,0.00157282383259855,0.00109245031904342,0.000286234186950333,0.000661849244159363,NA,NA,NA,0.00049246901699311,0.00265018098013985,0.00210859519805332,0.00170932218941199,0.00072109542609326,0.000381116704819223,0.00019148535943189,0.000303903528295708,NA,NA
"23","HRTX",101087,"013786","42774610","92121","352010","35","35201010","CA","C",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,0.00118887895898809,0.00141535281761905,NA,0.0116739462616667,0.0221590135643452,-0.00157290997942358,-0.000851172936603155,0.0168020962893332,0.0446300441482639,NA,NA,NA,NA,NA,-0.000349502243422619,-0.000349502243422619,3.03493289935348e-05,1.67217368491086e-05,-0.00010271853506806,-0.000238687720820197,NA,NA,NA,NA,NA,-0.000341953114801587,-0.000345727679112103,3.28380527147542e-05,1.85780799526411e-05,-0.000101228575471804,-0.000237443358959587,NA,NA,NA,NA,NA,0.000288098256892981,0.000288098256892981,7.41199937686691e-05,5.33629620874903e-05,6.99391917262449e-05,0.000210512100716455,NA,NA,NA,NA,NA,0.000461191680388835,0.000374644968640908,1.7056227781025e-05,1.07990054901493e-05,0.000104102367416216,0.000239043983710277,NA,NA,NA,NA
"24","DENN",101104,"019398","24869P10","29319-9966","253010","25","25301040","SC","B",0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,9,-0.00779897503071427,0.00247455857589284,NA,0.00105917774107144,0.00991733051285715,0.0166488668782222,0.0176193614553571,0.0173383685485079,0.0254188701875694,-0.00696057078193762,-0.139965618505878,-0.0982702774482494,0.245114241409375,NA,-0.000295271759059524,-0.000295271759059524,-0.000268657603394907,-0.000208347020377634,-0.00016537726038962,-0.000182515633067492,-3.07107783434671e-06,0.000362100393082641,0.000165395434035713,-0.000346456460876834,NA,4.71793611607134e-05,-0.000124046198949405,-0.000155761629695927,-0.000124137728520199,-9.77882235040465e-05,-0.000126067646218003,3.45609133986464e-05,0.000390247060498003,0.000184177031122746,-0.000332383127169153,NA,0.000233867772529885,0.000233867772529885,0.000224886938619772,0.000171705795139252,0.000132597917047805,0.000154340012963751,4.13505174065298e-05,0.000393248136918822,0.000185062271192437,0.000344636952241653,NA,7.2059204426534e-05,0.00015296348847821,0.000171543454629657,0.000131916802982691,0.000100662015448459,0.000127668270968693,5.5634541837145e-05,0.000403294132923399,0.000191894260372298,0.000339531951450516
