"","ticker","sigma_term_m","sigma_term_bs","sigma_time_10","sigma_time_30","sigma_time_60","sigma_time_91","sigma_time_122","sigma_time_152","sigma_time_182","sigma_time_273","sigma_time_365","sigma_time_547","sigma_time_730","RI10_m","RI30_m","RI60_m","RI91_m","RI122_m","RI152_m","RI182_m","RI273_m","RI365_m","RI547_m","RI730_m","RI10_bs","RI30_bs","RI60_bs","RI91_bs","RI122_bs","RI152_bs","RI182_bs","RI273_bs","RI365_bs","RI547_bs","RI730_bs","AdRI10_m","AdRI30_m","AdRI60_m","AdRI91_m","AdRI122_m","AdRI152_m","AdRI182_m","AdRI273_m","AdRI365_m","AdRI547_m","AdRI730_m","AdRI10_bs","AdRI30_bs","AdRI60_bs","AdRI91_bs","AdRI122_bs","AdRI152_bs","AdRI182_bs","AdRI273_bs","AdRI365_bs","AdRI547_bs","AdRI730_bs"
"78","CCL",0.00373822971834822,-0.00430320286071432,0.00760420442100198,0.0153361538263095,0.0232373842276191,0.0344777706296111,0.0326152685610496,0.0391848977604524,0.0468458584798749,0.0440069112044792,0.0489684766119788,0.0450951447025473,-0.00385301034361134,-0.000386597470265376,-0.000386597470265376,-0.000324985908487848,-0.00033779715287102,-0.000236697039694273,-0.000233201763434896,-0.000236855103085312,-0.000147504327788025,-0.000123918484640084,-7.56067915616071e-05,1.03989589889857e-05,-0.00119074072817163,-0.000654645222900794,-0.000459009784805557,-0.00042616454384973,-0.000302610421489868,-0.000286105925139254,-0.000281038798574666,-0.000176960124780928,-0.000145949806774502,-9.03077651979189e-05,-6.16702078223265e-07,0.00020700503166297,0.00020700503166297,0.00014580816495148,0.00021249671328329,0.000149275568188546,0.000156776341815114,0.000180349434893147,0.000119446482415019,8.54242005915513e-05,4.95773101158553e-05,2.18841013832367e-05,0.00197005297695008,0.000794687680092007,0.000439649489165999,0.000406238245732423,0.000293787694851424,0.000272766338215582,0.000275420752466849,0.000182918987297026,0.000133016789578935,8.15259744675698e-05,2.08706533765259e-06
"79","CF",0.00218949237690476,0.00759263698101191,0.00314257037087301,0.00504872635880953,0.00612625078041667,0.00622424000033334,0.0091258417361012,0.0113448512876191,0.0132966961111111,0.0189570827189792,0.0225531794179017,0.023247819808868,0.00996483346298612,-9.53077993968258e-05,-9.53077993968258e-05,-6.56126400585319e-05,-4.43378859717427e-05,-5.68553226163643e-05,-6.02326244125941e-05,-6.10285919461887e-05,-6.14197448427635e-05,-5.57909233999917e-05,-3.84978563655635e-05,-1.06511521727142e-05,0.00044500666101389,8.47970207400793e-05,2.44397700099206e-05,1.50373294580062e-05,-1.25672520908958e-05,-2.46856204382049e-05,-3.13409842313143e-05,-4.16280063661805e-05,-4.09877874983283e-05,-2.86200782958978e-05,-3.24958422188248e-06,8.42846392055802e-05,8.42846392055802e-05,0.000113565103477835,8.09625536159874e-05,3.05661488893633e-05,1.61927972071878e-05,4.52292375402409e-06,3.3361899469757e-05,1.72966393514592e-05,1.24683749198117e-05,8.33990221536766e-07,0.000334305587764561,5.52454364511336e-05,4.38000656494785e-05,3.49636275753125e-05,3.74452545245156e-06,1.1346033514532e-05,2.57229381234966e-05,4.75868688822776e-05,2.80547703027613e-05,1.98382875655487e-05,4.71994748131181e-06
"80","CGC",0.0343985869107291,0.084442227687619,0.0238481468187301,0.00274726663473213,0.0358918545130952,0.0500573620286458,0.0521771478252937,0.0595912361680953,0.0662658556610555,0.00648957988710427,0.00301330465597235,0.0118891607203465,-0.0552132486975696,0.0010550440091999,0.0010550440091999,-2.48877933727679e-05,-0.000172074451845238,-0.000145725909135775,-0.000165741113535303,-0.000175094883243551,0.000102230794958333,8.59870746705666e-05,4.11506877337891e-05,0.00012275593918945,0.00605940808688889,0.00272316536842956,0.000809172886242063,0.000377855666582123,0.000264467867723978,0.000163493365260025,9.98701759701292e-05,0.00028554083443412,0.000223092939812731,0.000132638148020608,0.000191308871760532,0.00123463644780231,0.00123463644780231,0.000154289950163599,4.6774012257508e-05,5.83044376300477e-05,8.93156919155215e-05,0.000118589215051387,0.000130288640331339,0.000124481358719099,6.71801691795409e-05,0.000134241081583701,0.00528009583811044,0.00258312291123835,0.000828533181881621,0.000397781964699429,0.000273290594362422,0.000176832952183698,0.000105488222077947,0.000279581971918023,0.000236025957008298,0.000141419938750957,0.000189838508501103
"81","CHTR",0.000208072989404762,0.00101456059839285,0.000867158352936508,0.00218532908,0.0044800198039881,0.00518138875799999,0.00456546518150001,0.00536020922907142,0.00597359406800002,0.00863371269583333,0.0134593165945685,0.0132897950597569,0.0103669602433035,-6.59085363531746e-05,-6.59085363531746e-05,-7.1199113576389e-05,-5.46518216329146e-05,-3.57163294434037e-05,-3.38956331557017e-05,-3.16786872450289e-05,-3.08631491077969e-05,-3.63047770004485e-05,-2.39153968379381e-05,-1.39162839094504e-05,1.47402245456341e-05,-3.90256160535717e-05,-5.77576534265875e-05,-4.57893204352433e-05,-2.91057752713702e-05,-2.85897936228853e-05,-2.72474366461932e-05,-2.79089820419065e-05,-3.40952219073305e-05,-2.24410136405193e-05,-1.28115063628914e-05,0.000113683902249231,0.000113683902249231,0.000107978629959978,7.06486179548155e-05,5.17051420623239e-05,4.25297884640802e-05,2.48269809471358e-05,2.80530373479047e-06,2.18950704808398e-06,2.11408460781364e-06,2.43114151519942e-06,0.000764572024232817,0.000179068073244785,3.83973577870296e-05,2.5863022317937e-05,2.02830486329259e-05,1.52502066992124e-05,2.16293905383755e-05,3.38678445580036e-05,2.11622047117636e-05,1.36592229101702e-05,1.42818696223207e-05
"82","CHWY",0.00295013530125001,-0.00396797661398809,0.003858289101875,0.00567459670312498,0.01187576344,0.0134491177042987,0.00958455374812711,0.0112217404450159,0.0136540106978888,0.0132288919067501,0.0145924037387698,0.0268230963892856,0.0455485722589285,-9.08153800624992e-05,-9.08153800624991e-05,-0.000148760468979166,-0.000115373433000535,-5.43804790727631e-05,-5.44184548931964e-05,-5.8812502179334e-05,-3.765112309707e-05,-3.18966258562187e-05,-4.36434389177982e-05,-5.83540232296966e-05,-0.00078262657158631,-0.000321419110570436,-0.000264062334233135,-0.000191396640860294,-0.000111086314443567,-9.99323490723944e-05,-9.68241061092137e-05,-6.29921923836565e-05,-5.08503571308437e-05,-5.62908098780141e-05,-6.7830888867009e-05,8.87770585399068e-05,8.87770585399068e-05,3.04172745572011e-05,9.92700658719517e-06,3.30409924329645e-05,2.20069667265855e-05,2.30683398716941e-06,9.59327772406356e-06,6.5976581923138e-06,1.76139574720464e-05,4.68688808354456e-05,0.00156193882036476,0.000461461567761649,0.000244702038593577,0.000171470342742988,0.000102263587805123,8.65927621487215e-05,9.1206060001396e-05,6.89510548997536e-05,3.79173399352767e-05,4.7509019147665e-05,6.93012521264384e-05
"83","CI",0.000723564396785707,0.00665594682761905,0.00273796446314484,0.0067667645958631,0.00844895245809524,0.0089795042646111,0.00944104271526785,0.0114275028438095,0.0137450430455,0.0119339466458334,0.0121145906725992,0.0187636426159722,0.0232547769707837,-0.000201440006635913,-0.000201440006635913,-0.000128756467688492,-9.07246139321472e-05,-7.14547403154274e-05,-7.04206476777883e-05,-7.15465859819466e-05,-4.10636712419328e-05,-3.12082911666123e-05,-3.29800333074708e-05,-3.08646747589014e-05,0.000391798236447421,-3.69392560813486e-06,-2.98834271746031e-05,-2.55335982087038e-05,-2.28286548167934e-05,-3.139181589599e-05,-3.89510781202249e-05,-1.93333326674517e-05,-1.4955188616384e-05,-2.2134727218196e-05,-2.27381234837872e-05,2.18475680335071e-05,2.1847568033507e-05,5.04212758478751e-05,3.4575825655583e-05,1.59667311903002e-05,6.00477394199356e-06,1.50409177897819e-05,1.30058258689263e-05,7.2859928819202e-06,6.95055186171903e-06,1.93795323646504e-05,0.000387514012331029,0.000143736382799348,1.05231315350453e-05,5.60730009139752e-06,1.40059281783492e-05,1.80522289723171e-05,3.33330320124072e-05,2.52921951835488e-05,2.02217142081703e-06,1.33529364878469e-05,2.42084867432165e-05
"84","CIEN",8.734079212797e-05,7.59118655357135e-05,0.00291778881428571,0.00857868485860119,0.00974582423589285,0.0104278111721875,0.0136185888936091,0.0167011849532381,0.0197613576217778,0.021663710146,0.0205515192234524,0.0199718010492857,0.0100173422471131,-0.000283044802215774,-0.000283044802215774,-0.000160974724062748,-0.000113631542638017,-0.000110911869684272,-0.000109301606323093,-0.000108098993569504,-7.90343199775532e-05,-5.60662422776012e-05,-3.63518469052244e-05,-1.36027417191578e-05,-0.000284187694875,-0.000283425766435516,-0.000161165206172619,-0.000113757135237932,-0.000111005549410438,-0.000109376796629621,-0.000108161789869462,-7.90761841775248e-05,-5.60975544052512e-05,-3.6372740738117e-05,-1.36183977829828e-05,0.000103452363613368,0.000103452363613368,1.82030194736193e-05,1.16688969497132e-05,2.34903981785441e-05,3.2876184703311e-05,5.15933253773397e-05,5.09764746045467e-05,1.75719582290687e-05,1.03223654594726e-05,2.11759932490679e-06,0.00106349994365345,0.000423468223626729,0.000141804910533061,9.38308371206256e-05,0.000102182822771993,9.6037209705948e-05,0.000102543743761644,8.50350466936219e-05,4.31645372096843e-05,2.75909500077679e-05,1.50887610424121e-05
"85","CL",0.000712069361056545,0.00150951995041667,0.000837651194791665,0.00108881486226191,0.00207365094482143,0.00383758720366667,0.00539246207040476,0.00511615888603175,0.00544398358779167,0.00712713530316666,0.00710953428526292,0.010026061324878,0.0121061535020635,-1.2558183373512e-05,-1.2558183373512e-05,-2.26930263960814e-05,-3.43463499187925e-05,-3.83638746667887e-05,-2.89742731906263e-05,-2.59995287183249e-05,-2.34984100443594e-05,-1.75273011622092e-05,-1.7027407612105e-05,-1.56083344397356e-05,6.71868755625001e-05,1.4023502938492e-05,-9.40218324007941e-06,-2.55831566291209e-05,-3.18273944261319e-05,-2.37278877343097e-05,-2.1617932073489e-05,-2.05773456144689e-05,-1.5342505026976e-05,-1.55695454743351e-05,-1.4515936372119e-05,0.000167034255228894,0.000167034255228894,0.000156484717140286,9.09540896689376e-05,4.90575968389389e-05,4.74511484291556e-05,3.05061394738398e-05,4.55943532864707e-06,2.09669828863233e-05,9.0020738336468e-06,4.1231920454846e-06,0.000712125373215951,0.000126018954252721,9.95811239947848e-06,5.65685851181456e-06,2.30046677876877e-05,1.03883008106368e-05,1.59998859656713e-05,2.6536208130566e-05,2.40948783140911e-06,6.787754743986e-06,1.59862996315483e-05
"86","CLDR",0.0214354334809524,0.0178056033235714,0.0259241431466667,0.0349015624780952,0.0334649112469048,0.0357229294998334,0.0487331136045714,0.0362521810424047,0.0263086089787083,-0.000451141638187466,-0.0123662490305803,0.0423141330144911,0.0464050330325794,-0.000448870966571428,-0.000448870966571428,-0.000200491296099207,-0.000157005450756934,-0.000223751476423107,-9.74786023779761e-05,-2.67756895481095e-05,8.01706048320141e-05,9.26073493466648e-05,-3.81694689827034e-05,-3.42049308926398e-05,-0.000811853982309526,-0.000569865305150794,-0.000260988465388889,-0.000196893694244637,-0.000253504182631148,-0.000121359063939693,-4.6719811291961e-05,6.68745236694464e-05,8.26626091894567e-05,-4.4805355924899e-05,-3.91773009712439e-05,0.000269278527969022,0.000269278527969022,2.13135525628393e-05,3.17050111692038e-05,0.000136330004917379,2.10531807581942e-05,2.97299786440551e-05,0.000108228450205021,0.000131101633395197,1.21399875369516e-05,2.27197884983888e-05,0.00159116623108798,0.000709907762342007,0.000241628169749332,0.000176967396127331,0.000244681455992703,0.00010801947701602,4.11017651841433e-05,6.09156611533493e-05,9.55956263850236e-05,3.60235651945499e-05,4.06476642306732e-05
"87","CLF",0.00582819323794642,0.00881677031999997,0.00687678670461309,0.00897397363794643,0.0169631863276191,0.0205782501015001,0.0188508199756666,0.0233082534023571,0.0283399298319584,0.0266986432429167,0.0100059030652778,-0.0052700744439233,-0.0182754917216667,-0.000104859346666667,-0.000104859346666667,-0.000185583218161211,-0.000162088536962128,-0.000106742842112461,-0.000115000395818491,-0.000123690860406659,-7.64485348167408e-05,-1.14457803488531e-05,2.02893376268185e-05,3.3018746520018e-05,0.000193998361538688,-5.24011059821518e-06,-0.000135773600126985,-0.000129247030565935,-8.22463086530053e-05,-9.53387044891914e-05,-0.000107270107208563,-6.55013660180098e-05,-3.25789793226802e-06,2.57529154733515e-05,3.71126877283106e-05,7.4733091935739e-05,7.47330919357391e-05,6.40547462484338e-06,3.67880973743981e-05,1.9321370606733e-05,3.85749741987092e-05,6.71851922144945e-05,4.83906894437343e-05,2.70485036996794e-05,4.63188190725703e-05,4.4503888914269e-05,0.000585313887239763,0.000145282567789428,0.000116413304487427,0.000109320732448629,7.3423582014561e-05,8.19991175655185e-05,0.000101652061100745,7.14602285341069e-05,9.67511926329891e-06,3.45347062037006e-05,3.56423244688812e-05
"88","CLR",0.00101779508808036,0.0233904611599999,0.00904590851967262,0.0251021353828571,0.0398859422821429,0.0409643483965625,0.0441246929692323,0.0500763865062302,0.0492897678211249,0.0551773670229166,0.0406073611599406,0.0422041750321639,0.0345603322713395,-0.000802811343159226,-0.000802811343159226,-0.000647802453234375,-0.000438973113280023,-0.000353335228534032,-0.00032275389090888,-0.000265230619412333,-0.000198386710384016,-0.000108464564580439,-7.52950273200795e-05,-4.59486810729578e-05,0.00143445526403273,-5.7055807428573e-05,-0.000274924685369049,-0.000193119639962225,-0.000169952719747806,-0.000175565298330462,-0.000142303882753434,-0.000116435552611416,-4.71695890409333e-05,-3.43943580843947e-05,-1.53011933032049e-05,0.00062321890455682,0.00062321890455682,0.000468624709698008,0.000313672673692293,0.000265913757028304,0.000246328469289098,0.000208724951220168,0.000170328865011009,6.99702805319065e-05,4.92655458743277e-05,3.44635386787068e-05,0.000655143015254281,0.000197098264619786,0.000255564389729491,0.000173193341844919,0.000161129993109362,0.000162225711406789,0.000136685836645616,0.000122394415127514,3.42365718453663e-05,2.56125673540456e-05,1.67715565626342e-05
"89","CLVSQ",-0.0323782217672619,0.213271682847917,0.0449352208275397,0.199562106017143,0.140676178971429,0.0112415071217223,0.00228463415815288,0.0189171078585715,0.0401052452921249,0.0308363605289997,0.0301234902658726,0.197436417794366,0.557666505683284,-0.00773134425948016,-0.00773134425948016,-0.00288424001231151,-0.000479337680098728,-0.000284121769880449,-0.000337469273854167,-0.000398260808018609,-0.000231555246506453,-0.000171237567214067,-0.000420136452580672,-0.000808280448562392,0.0168336462020377,0.000456985894359123,0.00120992506460813,0.00222011182116697,0.00172940203844069,0.00127864851966674,0.00095146394261424,0.000668261253915446,0.000501775870087792,2.89492962587764e-05,-0.000471773729911463,0.00755175182087775,0.00755175182087775,0.00270506226877514,0.000354037240510998,0.000196700298374722,0.000261043852234385,0.000341755139826444,0.000203497401133446,0.000132743283165535,0.00039410697113492,0.000796795306168141,0.0160543339532592,0.00031694343716791,0.00122928536024769,0.00224003811928428,0.00173822476507913,0.00129198810659042,0.000957081988722058,0.000662302391399349,0.000514708887283359,3.77310869891255e-05,0.000473244093170892
"90","CLX",0.00043079094715774,0.00114047416,0.000664215311825398,0.00113106404116071,0.00132009759375,0.00103183622966666,0.00121134145085714,0.00141161249625395,0.00166978611294445,0.00106057276568752,0.000916728707499964,0.00113605336922515,0.000943681863819491,-2.33424364667657e-05,-2.33424364667657e-05,-1.48217774432042e-05,-6.60489321438377e-06,-6.39795494835573e-06,-6.45277334931717e-06,-6.80766574608081e-06,-2.30689310816771e-06,-1.33133632970472e-06,-1.28932801109215e-06,-7.02590296796919e-07,4.76258848174604e-05,3.1367062797632e-07,-2.99372389583321e-06,1.19382341025647e-06,-5.80879433255223e-07,-1.78380484377597e-06,-2.90830743376069e-06,2.92679100045704e-07,6.13001239726133e-07,8.08188441472436e-09,2.69578487918509e-07,0.00015625000213564,0.00015625000213564,0.000164355966093163,0.000118695546373346,8.10235165573718e-05,6.99726482704647e-05,4.96980024460838e-05,2.57509522648388e-05,3.71629477188278e-05,2.47401534346596e-05,1.0782552097454e-05,0.00073168636396099,0.000139728786563237,1.63665717437247e-05,2.11201215275628e-05,8.24184720518902e-06,1.15557820798969e-05,2.70973867405699e-06,5.6661834160514e-06,1.35460184352931e-05,8.78987261476383e-06,1.20078477151082e-06
"91","CMCSA",0.000759983574985117,0.00131730773000001,0.0016345755440377,0.00338375948214286,0.00632326153625001,0.00751963307333333,0.0078112776607143,0.00824896905701587,0.00955064502527775,0.017406358502,0.02651191808,0.0292629686344285,0.030028254139256,-8.74591969052581e-05,-8.74591969052581e-05,-9.27212993544148e-05,-7.42818626192111e-05,-5.77974925059769e-05,-4.92696413291497e-05,-4.83003376389705e-05,-6.09757323333879e-05,-7.05532452192188e-05,-5.21078337466973e-05,-4.0093521320919e-05,-3.17267814037692e-05,-6.88817250714285e-05,-8.34325634375e-05,-6.81574213553112e-05,-5.32292617271663e-05,-4.5603035046157e-05,-4.52381170070206e-05,-5.8934251912088e-05,-6.90263297260274e-05,-5.10889596059023e-05,-3.93300635743233e-05,9.21332416971479e-05,9.21332416971479e-05,8.64564441819525e-05,5.1018576968519e-05,2.96239789997507e-05,2.71557802906322e-05,8.20533055319413e-06,3.29178869603814e-05,3.20589611706863e-05,2.60783523009455e-05,2.86083789266681e-05,0.00081103903018222,0.000208924182262641,6.40722677979421e-05,4.82311232380049e-05,4.44065350887221e-05,3.22634481224841e-05,3.96200708992029e-05,6.48931144281851e-05,5.60933125304604e-05,4.23071688755531e-05,4.08004268337526e-05
"92","CME",0.00048093502346726,0.00193451436708333,0.00136076168786706,0.00312041501666667,0.00379752544571428,0.00374308125614582,0.00466276413766467,0.00545487134845239,0.00620485392854169,0.00941823922433334,0.0135865842579315,0.0195755255562053,0.0140241212391369,-8.79826664399803e-05,-8.79826664399803e-05,-5.52765070374504e-05,-3.58477607986655e-05,-3.42772878212903e-05,-3.27232652959548e-05,-3.14501038740353e-05,-3.27373780251505e-05,-3.59058883136008e-05,-3.49078437527204e-05,-1.85523098844789e-05,5.7375267921627e-05,-3.95300216527778e-05,-3.10501846438492e-05,-1.98743614182691e-05,-2.2362703037552e-05,-2.31602432984806e-05,-2.34634041838371e-05,-2.74129115650183e-05,-3.19234791530088e-05,-3.22504774938245e-05,-1.65611053041829e-05,9.16097721624257e-05,9.16097721624257e-05,0.000123901236498917,8.94526787890646e-05,5.31441836844373e-05,4.37021563238271e-05,2.50555643181293e-05,4.679532652144e-06,2.58839573493172e-06,8.87836230696861e-06,7.06716749022793e-06,0.000721936980856824,0.000179572478843991,1.16898890042913e-05,5.19366990372268e-08,1.35399763991077e-05,9.82065637480774e-06,1.78453580760194e-05,3.33717740811154e-05,1.89904619574419e-05,2.34686867634754e-05,1.80314685636122e-05
"93","CMG",0.000854421962202384,-0.00148399082,0.00102844787810516,0.00137649970991071,0.00361243095982143,0.0043060956400764,0.00424370251378771,0.00494376416901587,0.00457418671666668,0.00555121793958336,0.00850539226748515,0.00941634334352682,0.00956248156095202,-1.74025915902775e-05,-1.74025915902775e-05,-4.5966816626984e-05,-3.79304799766375e-05,-2.77809881277485e-05,-2.69035671500887e-05,-2.04382678816719e-05,-1.72043808695274e-05,-2.09615624802268e-05,-1.56525070956571e-05,-1.19288487654105e-05,-0.000251243869810516,-9.5349684330357e-05,-8.49403629970237e-05,-6.36273237371032e-05,-4.69483060146533e-05,-4.22878617698412e-05,-3.32866897619048e-05,-2.57699954563493e-05,-2.73681728424251e-05,-1.99274847596468e-05,-1.51321539465096e-05,0.000162189847012128,0.000162189847012128,0.000133210926909383,8.73699596110926e-05,5.9640483377979e-05,4.95218544696932e-05,3.60674003104927e-05,1.08534645034791e-05,1.75327215683058e-05,1.03769743500947e-05,4.43706371159489e-07,0.00103055611858897,0.00023539214152157,6.55800673574659e-05,4.37010256197969e-05,3.81255793762091e-05,2.89482748461683e-05,2.76686436540871e-05,3.17288579724464e-05,1.44351556468581e-05,1.11456940292977e-05,1.66025172059389e-05
"94","CMI",0.00144310696544643,0.00337125054285715,0.00225200555610119,0.00386980273741072,0.00628567520696428,0.00576718858435417,0.0057880426556508,0.00669795805396033,0.00715648888066665,0.00883970820633331,0.00576940078749997,0.00750058535205853,0.00924051954741066,-8.08898590654764e-05,-8.08898590654764e-05,-8.07094706919642e-05,-4.75173804275576e-05,-3.56142269688883e-05,-3.4571388740223e-05,-3.13922083253859e-05,-2.70937774391461e-05,-1.1852859786448e-05,-1.10740007067863e-05,-1.06813870985811e-05,0.000111924498675596,-1.66184064851191e-05,-4.85737444017856e-05,-2.63289894670002e-05,-1.98097714163414e-05,-2.18862336256788e-05,-2.07980128451072e-05,-2.00309804522936e-05,-6.57027464285703e-06,-7.5490581521049e-06,-8.04009452678564e-06,9.87025795369296e-05,9.87025795369296e-05,9.84682728444031e-05,7.77830591601726e-05,5.18072445368392e-05,4.18540328795589e-05,2.51134598667788e-05,9.64067933860377e-07,2.66414242620845e-05,1.49554807389655e-05,8.03755295669819e-07,0.000667387750102855,0.000156660863676332,2.92134487622277e-05,6.40269134969389e-06,1.09870447778972e-05,8.54664670200591e-06,1.51799667372895e-05,2.59898429683908e-05,6.3627425527099e-06,1.23273257824421e-06,9.51045778621496e-06
"95","CNC",0.00413863490833333,0.00658194679976191,0.00615290423308532,0.0101814428825893,0.0157143091085714,0.01679231929375,0.0168543978904762,0.0195388258495238,0.0207111013503333,0.0277706420373959,0.0318634680113839,0.0405046149730913,0.038497652984375,-0.000201426932475198,-0.000201426932475198,-0.000192927903337302,-0.000139051476762821,-0.0001042275654274,-0.000101317045665727,-9.10575079230768e-05,-8.65641286778847e-05,-7.59584468576728e-05,-6.64825960964496e-05,-4.70671480493722e-05,4.29042566676589e-05,-0.000119983202760913,-0.000152206038480159,-0.000112201895538331,-8.42004187763466e-05,-8.5242625327381e-05,-7.76327173108319e-05,-7.76142682697214e-05,-6.92644416756767e-05,-6.20158467519732e-05,-4.37201454583741e-05,2.18344938727925e-05,2.18344938727925e-05,1.37501598009343e-05,1.37510371750904e-05,1.68060939216729e-05,2.4891624045945e-05,3.45518397309122e-05,5.85062833048782e-05,3.74641628091403e-05,4.04531146506978e-05,3.55820056551212e-05,0.000736407992110792,0.000260025659952126,0.000132845742840601,9.22755974210244e-05,7.53776921379023e-05,7.19030384037081e-05,7.20146712030142e-05,8.35731307858185e-05,5.63314244801098e-05,5.32340560216241e-05,4.51905087178035e-05
"96","CNP",0.00327772254574405,0.00310980105333333,0.00136226202441468,-0.00246865901824404,0.00386252165827382,0.00498839610099998,0.00460687744354165,0.00577534561994446,0.00725393006000002,0.0117830549655,0.0262150901728572,0.0296016696712699,0.00837870301143828,0.000191546052132936,0.000191546052132936,-9.74665187549621e-06,-1.87986104973179e-05,-1.08947122770295e-05,-1.64317307513185e-05,-2.18472940343735e-05,-3.115506380863e-05,-6.28421030879811e-05,-4.81242177797547e-05,-6.98764447355374e-06,0.000174753902891865,0.000185948669052579,-1.25453434156748e-05,-2.06439016227104e-05,-1.22711179525272e-05,-1.75364774119153e-05,-2.27699395970697e-05,-3.17701608504274e-05,-6.33021619712981e-05,-4.84312040547286e-05,-7.21767391521225e-06,0.000371138490735342,0.000371138490735342,0.000169431091660871,0.000106501829090412,7.65267592286981e-05,5.99936908684634e-05,3.46583741577912e-05,3.09721843562348e-06,2.43478190394486e-05,2.20947363340029e-05,4.49749792069723e-06,0.000604558345886586,4.59062118613663e-05,6.8149522238831e-06,7.17603505404075e-07,3.44839131408293e-06,4.1968904882424e-06,1.7151893489252e-05,3.77290233665245e-05,5.03691447757312e-05,3.96494133243794e-05,8.68803717464158e-06
"97","CODX",-0.00722053594388394,0.0783959714916667,0.040173757358244,0.1349623439625,0.179997478296905,0.0691682756165557,0.0169095186190971,0.127953693226667,0.206610920885056,0.29695128649198,0.234556557956146,0.229498190442286,0.131378981295398,-0.0047394293302128,-0.0047394293302128,-0.00312030023734648,-0.000839437489675161,-0.000197787332483451,-0.000889304139279939,-0.00117489811444472,-0.00111418249976507,-0.000662402996986384,-0.000432758183521335,-0.000189862352382577,0.00382222141334226,-0.00188554574902778,-0.00169335844675397,0.000101403251374846,0.000503987318627619,-0.000326037642993422,-0.00070447774391972,-0.000800568919415066,-0.000427837223190354,-0.000276238060238793,-7.25794654845629e-05,0.00455983689161039,0.00455983689161039,0.00294112249381011,0.000714137050087431,0.000110365860977724,0.000812878717660157,0.00111839244625256,0.00108612465439206,0.000623908712937851,0.000406728702075583,0.000178377209988326,0.00304290916456381,0.00202558820621899,0.00167399815111441,0.000121329549492152,0.000512810045266064,0.000312698056069749,0.000698859697811902,0.000806527781931163,0.000414904205994788,0.000267456269508444,7.40498287439922e-05
"98","COF",0.000852212465297627,0.00449167013357141,0.00330186319214286,0.00820116464583333,0.0135834935692857,0.0154341815200625,0.0147257057447084,0.0171164601564524,0.0184409171690972,0.02474111502525,0.0269153961772222,0.032833105911619,0.0276949159118948,-0.000244965072684523,-0.000244965072684523,-0.000212188018399801,-0.000160241418184229,-0.000113717158027957,-0.000107001629547071,-9.66412346362614e-05,-8.75051375822432e-05,-7.14059827723961e-05,-5.8465984362562e-05,-3.67708266391743e-05,0.000118980694142855,-0.000123649817075397,-0.000151530390595238,-0.000120247377873529,-8.38855377962044e-05,-8.30578290979011e-05,-7.6644214480911e-05,-7.41737908120096e-05,-6.14348658730159e-05,-5.18124968520067e-05,-3.17852681894841e-05,6.53726340821174e-05,6.53726340821174e-05,3.30102748634341e-05,3.49409785964993e-05,2.62956865222292e-05,3.05762079272887e-05,4.01355664440968e-05,5.94472922092368e-05,3.29116987238636e-05,3.24365029168102e-05,2.52856842449233e-05,0.000660331554635596,0.00026369227426661,0.000132170094955681,0.000100321079756222,7.50628111577602e-05,6.97182421742282e-05,7.10261683730933e-05,8.01326533281067e-05,4.85018486774489e-05,4.30307061216575e-05,3.32556314489135e-05
"99","COP",0.00281304528867559,0.00869827808422621,0.00539193847006944,0.0105497248328571,0.0166269304252381,0.0169907649014097,0.021630861804375,0.0232140209212301,0.0257768460713472,0.038113561122,0.0528504026712847,0.0559825074873016,0.0358012781825397,-0.000257889318139385,-0.000257889318139385,-0.000230231418942708,-0.000155799116623452,-0.000154244397669667,-0.000134216944951017,-0.000126174729575119,-0.000129305918803386,-0.000137088650363313,-9.72019418622048e-05,-4.5189360128581e-05,0.000330633961415677,-6.17148916210312e-05,-0.000132144205683531,-9.11262287602586e-05,-0.000106004784591383,-9.54983081381838e-05,-9.38382856435219e-05,-0.000107748289515655,-0.000120964724896051,-8.64428325467558e-05,-3.712739739495e-05,7.82968795369795e-05,7.82968795369795e-05,5.10536754063409e-05,3.04986770357222e-05,6.68229261639397e-05,5.7791523331235e-05,6.96690613829541e-05,0.00010124807343038,9.85943663147801e-05,7.11724604164531e-05,3.370421773433e-05,0.000448678287362773,0.000201757348812244,0.000112783910043973,7.11999306429523e-05,9.71820579529392e-05,8.21587212145109e-05,8.82202395357042e-05,0.000113707152031752,0.000108031707700484,7.76610418164067e-05,3.85977606543793e-05
