ticker,10,30,60,91,122,152,182,273,365,547,730
True,,1.1837745000000002,1.119475,1.0921150000000002,1.024313,1.018184,,,,,
A,,0.32288700000000004,0.30678649999999996,0.29004949999999996,0.28463099999999997,0.28629499999999997,0.287,0.2839185,0.2785295,0.277718,0.27572399999999997
AA,0.590063,0.5777779999999999,0.5750935,0.5762805,0.583512,0.585289,0.586598,0.5849869999999999,0.5857425,0.5911200000000001,0.5902565
AAIC,,0.73637,0.710296,0.6963465,0.6861535000000001,0.6784185,,,,,
AAL,0.688579,0.7840914999999999,0.782807,0.7766535,0.7802555,0.790558,0.7960069999999999,0.8106375,0.840781,0.8518605,0.8340755
AAOI,1.0347715,0.8530365,0.786859,0.762741,0.7679045,0.764024,0.7580005,0.765193,0.771102,0.743441,0.721986
AAON,,0.641678,0.5396989999999999,0.5031415,0.3563585,0.3414515,,,,,
AAP,,0.40429899999999996,0.380259,0.3717745,0.3696605,0.36754549999999997,0.3628575,0.3644145,0.3753385,0.379492,0.382017
AAPL,0.38869600000000004,0.3667545,0.36518550000000005,0.3706725,0.3721875,0.370407,0.36863,0.361284,0.35603,0.3536715,0.35302500000000003
AAT,,0.5016335000000001,0.4580375,0.43987350000000003,0.48085900000000004,0.4867395,,,,,
AAWW,,0.5500905,0.5135270000000001,0.5101644999999999,0.5150859999999999,0.518629,0.5202875,0.5204135,0.518289,,
AAXJ,,0.20053300000000002,0.2015065,0.1992085,0.1994365,0.19995200000000002,0.200635,,,,
AB,,0.3401885,0.328034,0.3203785,0.29198,0.28885099999999997,,,,,
ABB,,0.26795599999999997,0.267637,0.271157,0.2714555,0.273625,0.27304150000000005,0.2780905,0.27866100000000005,0.270011,0.2591755
ABBV,0.3097045,0.2770785,0.2648685,0.269042,0.271015,0.271764,0.274432,0.2767965,0.282046,0.28586500000000004,0.287039
ABC,0.4369445,0.3683495,0.348317,0.3369095,0.3349225,0.3331735,0.3329665,0.333986,0.3335875,0.334936,0.33562400000000003
ABCB,,0.532961,0.519236,0.5174245,0.5170710000000001,0.521401,,,,,
